Order ID,Ship Date,Delivery Status,Carrier
O004336,2023-09-07,In Transit,FedEx
O004337,2023-11-06,Shipped,FedEx
O004338,2023-05-23,In Transit,USPS
O004339,2023-03-05,In Transit,USPS
O004340,2023-01-11,In Transit,FedEx
O004341,2023-02-24,Shipped,DHL
O004342,2023-04-15,Delayed,UPS
O004343,2023-10-28,Shipped,FedEx
O004344,2023-02-14,Shipped,UPS
O004345,2023-02-06,Delayed,DHL
O004346,2023-11-26,Shipped,USPS
O004347,2023-11-15,Shipped,UPS
O004348,2023-01-19,Delayed,FedEx
O004349,2023-09-19,Delayed,UPS
O004350,2023-07-09,Delivered,DHL
O004351,2023-12-22,Delayed,FedEx
O004352,2023-12-10,Delayed,DHL
O004353,2023-11-30,In Transit,USPS
O004354,2023-04-16,Delivered,DHL
O004355,2023-09-26,Shipped,USPS
O004356,2023-12-23,Shipped,UPS
O004357,2023-08-20,Delivered,FedEx
O004358,2023-05-31,Shipped,UPS
O004359,2023-08-23,In Transit,USPS
O004360,2023-09-25,In Transit,UPS
O004361,2023-10-12,Delivered,UPS
O004362,2023-01-31,Delayed,DHL
O004363,2023-12-20,Delayed,DHL
O004364,2023-12-07,Delivered,UPS
O004365,2023-02-07,In Transit,FedEx
O004366,2023-04-06,Delayed,UPS
O004367,2023-09-17,Shipped,FedEx
O004368,2023-06-09,Delivered,UPS
O004369,2023-03-30,In Transit,DHL
O004370,2023-10-21,In Transit,USPS
O004371,2023-04-25,In Transit,UPS
O004372,2023-11-24,Delayed,FedEx
O004373,2023-03-21,Delayed,DHL
O004374,2023-06-30,In Transit,FedEx
O004375,2023-02-09,Delayed,DHL
O004376,2023-08-07,Delivered,UPS
O004377,2023-03-27,Shipped,DHL
O004378,2023-11-01,Shipped,UPS
O004379,2023-10-26,Delivered,DHL
O004380,2023-12-04,Delayed,FedEx
O004381,2023-03-13,Delayed,DHL
O004382,2023-03-15,Delivered,DHL
O004383,2023-08-02,Delivered,FedEx
O004384,2023-06-28,Shipped,USPS
O004385,2023-05-30,Shipped,UPS
O004386,2023-10-14,In Transit,UPS
O004387,2023-05-23,Delivered,FedEx
O004388,2023-12-08,In Transit,USPS
O004389,2023-08-02,Delayed,USPS
O004390,2023-07-20,In Transit,UPS
O004391,2023-07-10,Shipped,USPS
O004392,2023-05-13,Delivered,DHL
O004393,2023-01-26,In Transit,FedEx
O004394,2023-12-17,In Transit,FedEx
O004395,2023-10-08,In Transit,FedEx
O004396,2023-02-10,Delayed,FedEx
O004397,2023-12-12,Shipped,FedEx
O004398,2023-03-30,In Transit,FedEx
O004399,2023-08-05,Delivered,DHL
O004400,2023-05-03,In Transit,FedEx
O004401,2023-07-02,Shipped,FedEx
O004402,2023-12-09,Shipped,FedEx
O004403,2023-08-24,Shipped,FedEx
O004404,2023-09-07,In Transit,DHL
O004405,2023-12-11,In Transit,FedEx
O004406,2023-09-27,In Transit,UPS
O004407,2023-02-19,Delivered,FedEx
O004408,2023-12-07,Delivered,DHL
O004409,2023-01-16,Delivered,DHL
O004410,2023-08-11,Delayed,DHL
O004411,2023-06-07,In Transit,USPS
O004412,2023-09-13,Delivered,FedEx
O004413,2023-03-15,Delayed,FedEx
O004414,2023-10-21,In Transit,USPS
O004415,2023-10-09,Delivered,FedEx
O004416,2023-07-24,In Transit,UPS
O004417,2023-09-15,In Transit,FedEx
O004418,2023-05-21,Delivered,FedEx
O004419,2023-05-16,Delivered,USPS
O004420,2023-03-22,In Transit,UPS
O004421,2023-07-21,Delayed,DHL
O004422,2023-04-19,Delivered,USPS
O004423,2023-03-13,In Transit,DHL
O004424,2023-01-15,Delayed,DHL
O004425,2023-11-14,Shipped,USPS
O004426,2023-08-29,In Transit,FedEx
O004427,2023-05-13,Delayed,USPS
O004428,2023-10-04,In Transit,DHL
O004429,2023-12-03,Delayed,FedEx
O004430,2023-09-08,In Transit,DHL
O004431,2023-05-08,In Transit,FedEx
O004432,2023-07-17,Shipped,DHL
O004433,2023-08-24,Shipped,UPS
O004434,2023-01-12,Delivered,UPS
O004435,2023-04-13,Delivered,UPS
O004436,2023-02-19,Delivered,FedEx
O004437,2023-11-29,Shipped,USPS
O004438,2023-06-22,Delivered,UPS
O004439,2023-02-14,Shipped,USPS
O004440,2023-08-24,Shipped,DHL
O004441,2023-07-30,Delivered,FedEx
O004442,2024-01-05,Shipped,DHL
O004443,2023-01-16,Delivered,USPS
O004444,2023-04-27,In Transit,FedEx
O004445,2024-01-02,Delayed,DHL
O004446,2023-06-06,Delivered,UPS
O004447,2023-07-15,Shipped,FedEx
O004448,2023-10-18,In Transit,USPS
O004449,2023-03-23,In Transit,UPS
O004450,2023-01-11,Delivered,USPS
O004451,2023-10-12,Shipped,UPS
O004452,2023-03-14,Delivered,UPS
O004453,2024-01-01,Delivered,UPS
O004454,2023-06-28,Delayed,USPS
O004455,2023-04-30,Delayed,FedEx
O004456,2023-10-24,Shipped,USPS
O004457,2023-12-16,Shipped,UPS
O004458,2023-03-05,In Transit,UPS
O004459,2023-07-16,Delivered,DHL
O004460,2023-10-22,In Transit,DHL
O004461,2023-11-25,Shipped,FedEx
O004462,2023-06-15,Delivered,USPS
O004463,2023-10-08,Shipped,USPS
O004464,2023-01-10,Delivered,FedEx
O004465,2023-07-26,In Transit,UPS
O004466,2023-07-19,In Transit,USPS
O004467,2023-12-04,Delivered,USPS
O004468,2023-04-30,Delayed,DHL
O004469,2023-02-28,Shipped,FedEx
O004470,2023-07-02,In Transit,DHL
O004471,2023-08-11,In Transit,UPS
O004472,2023-08-26,Delayed,USPS
O004473,2023-09-02,Shipped,UPS
O004474,2023-10-07,Delivered,FedEx
O004475,2023-10-26,Shipped,DHL
O004476,2023-05-17,In Transit,USPS
O004477,2023-10-22,In Transit,DHL
O004478,2023-06-22,Shipped,DHL
O004479,2023-04-24,Delivered,USPS
O004480,2023-02-21,Shipped,USPS
O004481,2023-08-31,In Transit,DHL
O004482,2023-06-07,Delivered,UPS
O004483,2023-10-09,In Transit,FedEx
O004484,2023-07-15,Delayed,USPS
O004485,2023-06-20,Delayed,DHL
O004486,2023-06-23,In Transit,DHL
O004487,2024-01-05,Delayed,UPS
O004488,2023-08-12,Delayed,DHL
O004489,2023-04-05,In Transit,DHL
O004490,2023-03-26,In Transit,FedEx
O004491,2023-08-18,Delayed,USPS
O004492,2023-10-08,Delivered,USPS
O004493,2023-02-07,Shipped,USPS
O004494,2023-11-04,Delivered,DHL
O004495,2023-08-02,Delivered,USPS
O004496,2023-10-22,Delayed,DHL
O004497,2023-11-30,Shipped,DHL
O004498,2023-02-20,Delayed,USPS
O004499,2023-09-15,In Transit,UPS
O004500,2023-01-28,Shipped,USPS
O004501,2023-02-26,Delivered,UPS
O004502,2023-10-05,Delivered,DHL
O004503,2023-07-26,Delayed,UPS
O004504,2023-11-25,Shipped,DHL
O004505,2023-08-07,Delayed,USPS
O004506,2023-03-24,Shipped,UPS
O004507,2024-01-04,In Transit,DHL
O004508,2023-02-03,Delivered,UPS
O004509,2023-07-21,Delayed,DHL
O004510,2023-11-15,Shipped,FedEx
O004511,2023-11-15,Delayed,USPS
O004512,2023-06-07,Shipped,UPS
O004513,2023-08-05,Shipped,UPS
O004514,2023-04-27,In Transit,DHL
O004515,2023-05-09,Delivered,USPS
O004516,2023-10-09,Delivered,USPS
O004517,2023-11-05,Delayed,DHL
O004518,2023-08-12,Delayed,DHL
O004519,2023-01-30,Delivered,UPS
O004520,2023-02-10,Delivered,UPS
O004521,2023-02-18,Delivered,DHL
O004522,2023-12-21,Delivered,UPS
O004523,2023-09-27,Delivered,USPS
O004524,2023-09-04,Shipped,UPS
O004525,2023-01-30,Delivered,DHL
O004526,2023-01-27,Shipped,FedEx
O004527,2023-03-16,Delivered,UPS
O004528,2023-07-29,Delayed,USPS
O004529,2023-12-18,Shipped,UPS
O004530,2023-05-09,Delivered,FedEx
O004531,2023-05-04,In Transit,FedEx
O004532,2023-09-14,Shipped,USPS
O004533,2023-06-27,In Transit,FedEx
O004534,2023-10-13,In Transit,DHL
O004535,2023-12-14,Delivered,USPS
O004536,2023-02-13,Delivered,DHL
O004537,2023-04-21,In Transit,DHL
O004538,2023-05-05,Delayed,USPS
O004539,2023-04-22,Shipped,UPS
O004540,2023-06-30,Delivered,USPS
O004541,2023-12-06,Delivered,UPS
O004542,2023-11-15,Delayed,FedEx
O004543,2023-10-27,Shipped,FedEx
O004544,2023-03-06,In Transit,DHL
O004545,2023-08-21,Delivered,UPS
O004546,2023-11-25,Delivered,USPS
O004547,2023-12-02,Shipped,DHL
O004548,2023-12-16,Shipped,UPS
O004549,2023-09-01,Delivered,USPS
O004550,2024-01-03,Delayed,FedEx
O004551,2023-09-07,Delayed,FedEx
O004552,2023-06-29,In Transit,DHL
O004553,2023-06-03,In Transit,DHL
O004554,2023-12-30,Delivered,DHL
O004555,2023-05-26,Shipped,UPS
O004556,2023-08-01,Shipped,FedEx
O004557,2023-08-08,In Transit,USPS
O004558,2023-02-12,Delivered,UPS
O004559,2023-06-12,In Transit,FedEx
O004560,2023-02-16,Shipped,FedEx
O004561,2023-12-22,Shipped,DHL
O004562,2023-11-01,Delivered,FedEx
O004563,2023-06-17,Shipped,USPS
O004564,2023-03-30,Delayed,UPS
O004565,2023-12-25,Delayed,USPS
O004566,2023-05-19,Delayed,FedEx
O004567,2023-07-21,In Transit,FedEx
O004568,2023-07-20,In Transit,FedEx
O004569,2023-04-30,In Transit,FedEx
O004570,2023-12-10,Delayed,FedEx
O004571,2023-09-06,In Transit,UPS
O004572,2023-09-27,Delayed,UPS
O004573,2023-03-15,Shipped,UPS
O004574,2023-09-30,In Transit,DHL
O004575,2023-01-20,Shipped,FedEx
O004576,2023-08-24,Delivered,FedEx
O004577,2023-01-22,Delivered,UPS
O004578,2023-09-27,Shipped,DHL
O004579,2023-12-18,Delayed,UPS
O004580,2023-01-12,Delayed,USPS
O004581,2023-03-16,Shipped,USPS
O004582,2023-11-15,Delivered,USPS
O004583,2023-09-19,Delayed,UPS
O004584,2023-12-30,Shipped,DHL
O004585,2023-03-14,Delivered,DHL
O004586,2023-10-11,Shipped,FedEx
O004587,2023-04-18,Shipped,DHL
O004588,2023-11-14,Delivered,DHL
O004589,2023-12-22,In Transit,DHL
O004590,2023-06-05,In Transit,UPS
O004591,2023-04-09,Delivered,FedEx
O004592,2023-07-29,Delayed,DHL
O004593,2023-08-29,Delivered,UPS
O004594,2023-02-18,In Transit,USPS
O004595,2023-04-16,Delayed,UPS
O004596,2023-01-14,Delivered,UPS
O004597,2023-10-31,Delivered,USPS
O004598,2023-04-26,Delivered,UPS
O004599,2023-05-25,Delayed,FedEx
O004600,2023-01-29,Shipped,FedEx
O004601,2023-02-12,Shipped,UPS
O004602,2023-12-20,In Transit,DHL
O004603,2023-06-30,Shipped,FedEx
O004604,2023-12-30,Shipped,UPS
O004605,2023-11-09,Delivered,UPS
O004606,2023-08-22,Delivered,UPS
O004607,2024-01-08,Shipped,FedEx
O004608,2023-12-29,Delivered,UPS
O004609,2023-09-20,Delivered,USPS
O004610,2023-02-09,Delivered,FedEx
O004611,2024-01-02,Delayed,DHL
O004612,2023-07-28,In Transit,USPS
O004613,2023-01-20,Shipped,UPS
O004614,2023-06-29,Shipped,USPS
O004615,2023-09-14,Shipped,DHL
O004616,2023-05-02,Shipped,DHL
O004617,2023-12-05,Delivered,UPS
O004618,2023-06-26,Delayed,USPS
O004619,2023-11-18,Shipped,USPS
O004620,2023-09-14,Delivered,USPS
O004621,2023-09-15,Delayed,USPS
O004622,2023-07-28,Delivered,USPS
O004623,2023-05-28,Delivered,UPS
O004624,2023-08-20,In Transit,DHL
O004625,2023-11-24,Delayed,DHL
O004626,2023-07-20,Delivered,DHL
O004627,2023-10-11,Delivered,DHL
O004628,2023-12-15,In Transit,USPS
O004629,2023-08-20,Delivered,DHL
O004630,2023-09-26,Delayed,UPS
O004631,2023-10-08,Delivered,FedEx
O004632,2023-11-09,In Transit,DHL
O004633,2023-04-04,Delayed,FedEx
O004634,2023-03-15,Shipped,DHL
O004635,2023-07-29,Delayed,DHL
O004636,2023-05-06,Delivered,UPS
O004637,2023-04-24,In Transit,UPS
O004638,2023-04-26,Shipped,USPS
O004639,2023-02-09,Delayed,DHL
O004640,2023-01-22,Delivered,UPS
O004641,2023-10-05,Shipped,UPS
O004642,2023-01-21,In Transit,FedEx
O004643,2023-10-10,Delayed,FedEx
O004644,2023-08-10,Delivered,DHL
O004645,2023-07-30,Delivered,USPS
O004646,2023-03-07,Delayed,USPS
O004647,2023-07-29,Delivered,DHL
O004648,2023-05-13,Delayed,DHL
O004649,2023-03-26,Delivered,DHL
O004650,2023-09-13,Delivered,UPS
O004651,2023-06-21,Shipped,FedEx
O004652,2023-02-23,Shipped,UPS
O004653,2023-03-14,In Transit,FedEx
O004654,2023-12-22,Delayed,UPS
O004655,2023-11-30,In Transit,UPS
O004656,2023-07-23,In Transit,UPS
O004657,2023-05-22,In Transit,USPS
O004658,2023-03-21,Delayed,UPS
O004659,2023-01-21,Delayed,DHL
O004660,2023-04-18,Shipped,DHL
O004661,2023-08-04,Delayed,UPS
O004662,2023-02-08,In Transit,DHL
O004663,2023-04-17,In Transit,UPS
O004664,2023-06-21,Shipped,USPS
O004665,2023-11-16,Shipped,USPS
O004666,2023-03-28,Shipped,FedEx
O004667,2023-03-01,Delivered,USPS
O004668,2023-08-10,Shipped,USPS
O004669,2024-01-04,Delivered,USPS
O004670,2023-04-07,In Transit,FedEx
O004671,2023-12-02,Delayed,DHL
O004672,2023-07-16,Shipped,DHL
O004673,2023-02-10,Shipped,DHL
O004674,2023-09-01,Shipped,USPS
O004675,2023-10-20,Delivered,FedEx
O004676,2023-12-20,In Transit,USPS
O004677,2023-04-20,In Transit,USPS
O004678,2023-10-06,In Transit,FedEx
O004679,2023-03-20,Delayed,UPS
O004680,2023-04-02,Shipped,UPS
O004681,2023-06-16,Delayed,DHL
O004682,2023-10-22,Delivered,DHL
O004683,2023-03-22,In Transit,UPS
O004684,2023-03-29,In Transit,UPS
O004685,2023-07-04,Shipped,UPS
O004686,2023-05-08,Delayed,UPS
O004687,2023-11-17,Delivered,FedEx
O004688,2023-08-29,Shipped,UPS
O004689,2023-01-18,Delayed,FedEx
O004690,2023-03-29,Delayed,UPS
O004691,2023-05-30,Shipped,FedEx
O004692,2023-06-20,Delivered,USPS
O004693,2023-07-02,In Transit,DHL
O004694,2023-04-13,Shipped,USPS
O004695,2023-07-24,Delivered,UPS
O004696,2023-04-04,Shipped,FedEx
O004697,2023-05-07,Delivered,UPS
O004698,2023-10-11,Shipped,FedEx
O004699,2023-06-24,Delayed,DHL
O004700,2023-01-06,Delivered,UPS
O004701,2023-03-19,Delayed,DHL
O004702,2023-08-31,Shipped,FedEx
O004703,2023-09-02,Delayed,FedEx
O004704,2023-11-13,Delayed,DHL
O004705,2023-05-09,Delivered,UPS
O004706,2023-01-28,Shipped,UPS
O004707,2023-05-11,In Transit,UPS
O004708,2023-12-19,Delayed,DHL
O004709,2023-09-21,Shipped,FedEx
O004710,2023-03-23,Delayed,UPS
O004711,2023-12-07,In Transit,USPS
O004712,2023-10-15,Delivered,DHL
O004713,2023-10-22,Delayed,UPS
O004714,2023-06-09,In Transit,USPS
O004715,2023-05-02,In Transit,DHL
O004716,2023-10-03,Delivered,UPS
O004717,2023-07-01,Shipped,FedEx
O004718,2023-03-22,Delayed,UPS
O004719,2023-08-19,Delayed,DHL
O004720,2023-07-12,Delayed,FedEx
O004721,2023-12-30,Delayed,DHL
O004722,2023-08-15,Delayed,USPS
O004723,2023-05-20,Shipped,USPS
O004724,2023-12-09,Shipped,UPS
O004725,2023-12-19,Shipped,FedEx
O004726,2023-02-22,In Transit,USPS
O004727,2023-03-02,In Transit,FedEx
O004728,2023-04-16,Delayed,USPS
O004729,2023-10-06,Delivered,FedEx
O004730,2023-06-22,Shipped,DHL
O004731,2023-01-14,Shipped,FedEx
O004732,2023-04-10,Shipped,USPS
O004733,2023-11-08,In Transit,USPS
O004734,2023-12-20,Shipped,FedEx
O004735,2023-01-16,In Transit,DHL
O004736,2023-08-12,Delivered,FedEx
O004737,2024-01-09,Delayed,FedEx
O004738,2023-08-01,Delayed,FedEx
O004739,2023-03-26,In Transit,UPS
O004740,2023-05-12,Delivered,DHL
O004741,2023-05-14,Delivered,USPS
O004742,2023-07-04,Shipped,USPS
O004743,2023-02-15,Shipped,USPS
O004744,2023-02-10,Shipped,FedEx
O004745,2023-07-30,Delayed,FedEx
O004746,2023-05-31,In Transit,UPS
O004747,2023-10-20,In Transit,USPS
O004748,2023-10-13,In Transit,FedEx
O004749,2023-03-25,Shipped,UPS
O004750,2023-07-17,In Transit,UPS
O004751,2023-10-09,Delivered,USPS
O004752,2023-08-26,In Transit,UPS
O004753,2023-06-22,Shipped,FedEx
O004754,2023-06-13,Shipped,FedEx
O004755,2023-06-19,Delayed,UPS
O004756,2023-09-25,In Transit,DHL
O004757,2023-02-21,In Transit,USPS
O004758,2023-02-27,Shipped,FedEx
O004759,2023-03-25,Delivered,DHL
O004760,2023-11-16,Delivered,UPS
O004761,2023-09-20,In Transit,UPS
O004762,2023-02-15,Shipped,USPS
O004763,2023-02-23,Shipped,UPS
O004764,2023-12-12,Delivered,USPS
O004765,2023-03-07,In Transit,USPS
O004766,2023-05-19,Shipped,USPS
O004767,2023-10-28,Shipped,UPS
O004768,2023-05-21,Delayed,DHL
O004769,2023-12-06,Shipped,FedEx
O004770,2023-01-29,Shipped,USPS
O004771,2024-01-12,In Transit,FedEx
O004772,2023-02-11,Delayed,UPS
O004773,2023-03-02,Shipped,FedEx
O004774,2023-03-29,Delivered,UPS
O004775,2023-01-18,In Transit,FedEx
O004776,2023-07-02,In Transit,USPS
O004777,2023-12-25,Delayed,USPS
O004778,2023-11-22,Delivered,DHL
O004779,2023-06-06,Shipped,FedEx
O004780,2023-10-28,Delivered,USPS
O004781,2023-03-18,Shipped,FedEx
O004782,2023-10-01,Delivered,USPS
O004783,2024-01-08,In Transit,USPS
O004784,2023-10-06,Delivered,UPS
O004785,2023-01-19,In Transit,USPS
O004786,2023-07-27,Delayed,UPS
O004787,2023-08-06,Delayed,FedEx
O004788,2023-05-03,Shipped,FedEx
O004789,2023-09-08,Delivered,UPS
O004790,2023-06-04,Shipped,USPS
O004791,2023-09-08,Delivered,DHL
O004792,2023-10-10,Delivered,USPS
O004793,2023-10-19,In Transit,UPS
O004794,2023-08-01,Delivered,FedEx
O004795,2023-06-04,In Transit,FedEx
O004796,2023-07-10,In Transit,USPS
O004797,2023-08-27,In Transit,USPS
O004798,2023-06-26,Delayed,FedEx
O004799,2023-10-15,Shipped,DHL
O004800,2023-03-03,Delayed,DHL
O004801,2023-12-02,In Transit,DHL
O004802,2023-03-25,Delayed,UPS
O004803,2023-03-06,Delayed,FedEx
O004804,2023-07-20,Delayed,UPS
O004805,2023-08-18,In Transit,DHL
O004806,2023-07-30,Shipped,USPS
O004807,2023-03-06,Shipped,DHL
O004808,2023-10-11,In Transit,USPS
O004809,2023-04-08,Delivered,FedEx
O004810,2023-08-01,In Transit,UPS
O004811,2024-01-04,Delayed,FedEx
O004812,2023-07-14,Delayed,UPS
O004813,2023-07-10,In Transit,DHL
O004814,2023-12-05,Delayed,DHL
O004815,2023-10-01,Delayed,USPS
O004816,2023-11-27,Delivered,UPS
O004817,2023-12-25,Delivered,FedEx
O004818,2023-06-17,Shipped,UPS
O004819,2023-06-15,Shipped,USPS
O004820,2023-07-19,In Transit,USPS
O004821,2023-10-01,Shipped,UPS
O004822,2023-02-24,Delayed,FedEx
O004823,2023-10-19,In Transit,UPS
O004824,2023-11-20,Delayed,UPS
O004825,2023-12-20,Shipped,FedEx
O004826,2023-08-01,In Transit,DHL
O004827,2023-02-10,Shipped,FedEx
O004828,2023-04-17,In Transit,USPS
O004829,2023-03-17,Delivered,FedEx
O004830,2023-10-02,Delayed,UPS
O004831,2023-01-24,In Transit,FedEx
O004832,2023-03-05,In Transit,USPS
O004833,2023-12-27,Shipped,FedEx
O004834,2023-11-23,Shipped,FedEx
O004835,2023-05-07,In Transit,USPS
O004836,2023-05-29,In Transit,UPS
O004837,2023-04-05,Shipped,FedEx
O004838,2023-12-22,Delayed,DHL
O004839,2024-01-08,Delayed,UPS
O004840,2023-02-02,Delivered,FedEx
O004841,2023-05-11,Delivered,USPS
O004842,2023-03-10,Delayed,USPS
O004843,2023-04-16,Delivered,UPS
O004844,2023-05-25,Delayed,USPS
O004845,2023-08-18,In Transit,FedEx
O004846,2023-07-30,Shipped,FedEx
O004847,2023-12-04,In Transit,UPS
O004848,2023-01-21,In Transit,FedEx
O004849,2023-07-20,Delayed,DHL
O004850,2023-11-27,In Transit,DHL
O004851,2023-10-22,Shipped,USPS
O004852,2023-04-07,In Transit,FedEx
O004853,2023-07-01,Delivered,FedEx
O004854,2023-03-09,Delivered,DHL
O004855,2023-05-26,Shipped,UPS
O004856,2023-06-11,In Transit,USPS
O004857,2023-02-22,Delayed,UPS
O004858,2023-06-12,Shipped,UPS
O004859,2023-04-28,In Transit,DHL
O004860,2023-05-25,In Transit,UPS
O004861,2024-01-01,Shipped,USPS
O004862,2023-08-21,Shipped,USPS
O004863,2023-01-28,Delayed,FedEx
O004864,2023-06-25,Delivered,UPS
O004865,2023-09-15,Delayed,UPS
O004866,2024-01-08,Shipped,UPS
O004867,2023-05-02,Shipped,UPS
O004868,2023-03-13,Delivered,UPS
O004869,2023-04-13,In Transit,UPS
O004870,2023-06-20,Shipped,UPS
O004871,2023-08-08,Delivered,UPS
O004872,2023-10-11,In Transit,USPS
O004873,2023-03-22,In Transit,UPS
O004874,2023-12-23,Delivered,FedEx
O004875,2023-03-25,Shipped,UPS
O004876,2023-05-14,Shipped,USPS
O004877,2023-02-26,Delayed,UPS
O004878,2023-06-17,Delivered,FedEx
O004879,2023-09-30,Delayed,FedEx
O004880,2023-12-07,Delayed,USPS
O004881,2023-01-10,Delayed,FedEx
O004882,2023-07-15,Delayed,UPS
O004883,2023-06-23,Shipped,DHL
O004884,2023-05-09,Delivered,FedEx
O004885,2023-12-17,Shipped,USPS
O004886,2023-12-30,Delivered,UPS
O004887,2023-11-29,In Transit,DHL
O004888,2023-05-29,Delayed,UPS
O004889,2023-09-05,Delayed,FedEx
O004890,2023-12-09,Delivered,UPS
O004891,2023-09-20,Shipped,DHL
O004892,2023-03-03,Shipped,FedEx
O004893,2023-02-24,Delivered,DHL
O004894,2023-02-03,Delivered,USPS
O004895,2023-04-18,Delayed,USPS
O004896,2023-12-10,Shipped,FedEx
O004897,2023-08-23,Shipped,DHL
O004898,2023-07-30,Delayed,DHL
O004899,2023-10-31,Delivered,USPS
O004900,2023-11-01,Delivered,DHL
O004901,2023-01-16,In Transit,USPS
O004902,2023-04-24,In Transit,USPS
O004903,2023-07-04,Shipped,UPS
O004904,2023-10-14,In Transit,DHL
O004905,2023-07-06,Shipped,USPS
O004906,2023-04-19,Delivered,UPS
O004907,2023-09-27,Delayed,UPS
O004908,2023-09-08,Delayed,UPS
O004909,2023-10-07,Shipped,UPS
O004910,2023-04-13,Delayed,UPS
O004911,2023-10-20,In Transit,FedEx
O004912,2023-02-06,Shipped,UPS
O004913,2023-10-07,Shipped,FedEx
O004914,2023-04-01,Shipped,FedEx
O004915,2023-08-07,In Transit,USPS
O004916,2023-02-10,Delayed,FedEx
O004917,2023-09-29,Delayed,USPS
O004918,2023-08-28,In Transit,FedEx
O004919,2023-02-21,Delivered,UPS
O004920,2023-01-18,Delayed,FedEx
O004921,2023-02-16,In Transit,UPS
O004922,2023-06-03,Delivered,USPS
O004923,2024-01-03,Shipped,FedEx
O004924,2023-10-22,Delayed,UPS
O004925,2023-08-31,Delivered,DHL
O004926,2023-07-12,Shipped,DHL
O004927,2023-10-10,Delayed,USPS
O004928,2023-03-10,Delivered,USPS
O004929,2023-06-07,In Transit,FedEx
O004930,2024-01-02,Delivered,FedEx
O004931,2023-03-28,Shipped,UPS
O004932,2023-09-28,Shipped,UPS
O004933,2024-01-05,Shipped,DHL
O004934,2023-09-25,Delayed,UPS
O004935,2024-01-02,In Transit,FedEx
O004936,2023-08-30,Delivered,USPS
O004937,2023-04-08,Delayed,USPS
O004938,2023-07-22,Delivered,UPS
O004939,2023-08-19,Delivered,FedEx
O004940,2023-11-03,Shipped,FedEx
O004941,2023-11-18,Delivered,UPS
O004942,2023-11-15,In Transit,DHL
O004943,2023-12-20,Delivered,USPS
O004944,2023-04-15,In Transit,FedEx
O004945,2023-08-12,Delayed,FedEx
O004946,2023-03-08,Delivered,DHL
O004947,2023-12-26,Shipped,DHL
O004948,2023-12-07,Shipped,UPS
O004949,2023-11-08,In Transit,DHL
O004950,2023-05-15,Delayed,DHL
O004951,2023-03-22,Shipped,DHL
O004952,2023-11-13,In Transit,DHL
O004953,2023-12-07,Delivered,DHL
O004954,2023-01-27,In Transit,UPS
O004955,2023-03-07,In Transit,DHL
O004956,2023-05-07,Delivered,DHL
O004957,2024-01-03,In Transit,UPS
O004958,2023-04-01,In Transit,UPS
O004959,2023-05-15,In Transit,DHL
O004960,2023-09-04,Delayed,DHL
O004961,2023-11-11,Shipped,DHL
O004962,2023-12-31,Shipped,DHL
O004963,2023-06-30,Delivered,USPS
O004964,2023-07-20,Shipped,USPS
O004965,2023-11-29,Shipped,DHL
O004966,2023-09-05,In Transit,UPS
O004967,2023-07-29,Shipped,USPS
O004968,2023-04-16,Shipped,USPS
O004969,2023-02-06,Shipped,DHL
O004970,2023-03-12,Shipped,UPS
O004971,2023-04-12,Delivered,DHL
O004972,2023-11-10,Delivered,UPS
O004973,2023-09-24,Delayed,UPS
O004974,2023-07-11,Shipped,UPS
O004975,2023-06-20,Delayed,USPS
O004976,2023-04-15,Delivered,FedEx
O004977,2023-04-23,Shipped,FedEx
O004978,2023-01-20,Delivered,FedEx
O004979,2023-11-02,Delivered,FedEx
O004980,2023-06-27,Shipped,UPS
O004981,2023-02-18,Delivered,DHL
O004982,2023-09-19,In Transit,UPS
O004983,2023-01-07,Shipped,FedEx
O004984,2023-09-28,Shipped,USPS
O004985,2023-06-19,Delayed,DHL
O004986,2023-10-29,Delayed,DHL
O004987,2023-02-25,In Transit,FedEx
O004988,2023-06-03,In Transit,FedEx
O004989,2023-10-19,Shipped,USPS
O004990,2023-09-25,Shipped,USPS
O004991,2023-05-21,In Transit,DHL
O004992,2024-01-05,In Transit,USPS
O004993,2023-12-22,In Transit,UPS
O004994,2023-09-22,Delayed,USPS
O004995,2023-11-03,Delayed,DHL
O004996,2023-11-14,In Transit,DHL
O004997,2023-03-15,Delivered,UPS
O004998,2023-06-24,Delivered,FedEx
O004999,2023-04-11,Delayed,DHL
O005000,2023-11-04,Delivered,UPS
O005001,2023-02-09,Delivered,DHL
O005002,2023-04-01,Delivered,UPS
O005003,2023-04-19,In Transit,USPS
O005004,2023-05-21,Delivered,UPS
O005005,2023-04-19,Shipped,FedEx
O005006,2023-09-06,Delayed,UPS
O005007,2023-08-22,In Transit,USPS
O005008,2023-12-03,Delayed,DHL
O005009,2023-08-23,Shipped,UPS
O005010,2023-07-01,In Transit,UPS
O005011,2023-12-19,In Transit,FedEx
O005012,2023-02-22,Delivered,USPS
O005013,2023-11-23,Shipped,FedEx
O005014,2023-11-23,Delayed,DHL
O005015,2023-10-28,Delivered,DHL
O005016,2023-06-12,Shipped,FedEx
O005017,2024-01-01,In Transit,DHL
O005018,2023-09-17,Delivered,UPS
O005019,2023-04-02,Delivered,FedEx
O005020,2023-10-12,Delayed,FedEx
O005021,2023-09-27,In Transit,UPS
O005022,2023-07-02,Delayed,USPS
O005023,2023-08-06,Delivered,DHL
O005024,2023-05-06,In Transit,USPS
O005025,2023-11-01,Shipped,UPS
