Date,Employee ID,Check-in Time,Check-out Time,Shift
2023-03-21,E04545,07:03:21,21:39:37,Evening
2023-09-29,E04073,09:24:10,02:21:32,Night
2023-11-23,E07521,02:57:42,22:02:13,Evening
2023-07-17,E09170,11:33:37,20:38:30,Evening
2023-05-27,E07907,14:46:57,05:48:21,Morning
2023-03-23,E03305,04:35:55,21:50:00,Evening
2023-06-02,E06277,23:15:02,17:42:10,Evening
2023-05-03,E08549,13:09:01,22:12:57,Morning
2023-10-12,E09378,16:44:41,10:32:03,Evening
2023-09-01,E06837,00:41:21,15:06:07,Night
2023-01-08,E01160,07:57:41,15:53:40,Night
2023-06-18,E03048,23:51:33,20:27:40,Evening
2023-06-17,E05016,01:13:42,09:08:10,Night
2023-11-12,E09595,05:45:09,20:20:25,Evening
2023-08-04,E00614,02:08:24,10:54:39,Night
2023-11-04,E06807,11:30:20,11:18:25,Morning
2023-12-28,E06988,00:26:31,00:49:42,Morning
2023-03-17,E07169,08:50:21,20:45:25,Night
2023-01-11,E00328,18:13:46,18:21:09,Morning
2023-01-05,E01486,05:24:44,16:50:42,Night
2023-11-12,E09683,10:20:29,04:23:11,Evening
2023-11-23,E06773,18:27:03,13:04:33,Evening
2023-08-30,E03971,09:53:44,17:21:08,Evening
2023-09-20,E02036,23:17:17,19:15:11,Evening
2023-03-19,E03022,06:37:32,10:33:30,Evening
2023-12-14,E08512,15:03:18,22:37:03,Night
2023-09-09,E03173,22:36:35,08:14:45,Morning
2023-12-31,E07738,21:05:57,03:56:17,Evening
2023-01-22,E06785,16:08:35,12:06:35,Morning
2023-09-19,E01473,19:59:53,18:21:17,Morning
2023-05-16,E02513,08:51:40,21:08:10,Night
2023-06-10,E05024,15:38:47,09:58:43,Evening
2023-03-23,E05724,11:10:24,13:42:50,Night
2023-08-06,E07947,13:18:05,17:24:58,Morning
2023-10-06,E03837,01:11:09,12:20:35,Night
2023-12-21,E08932,01:08:33,17:38:35,Morning
2023-05-24,E07133,20:27:17,06:01:47,Morning
2023-12-22,E00765,23:54:15,13:54:24,Morning
2023-04-28,E03288,07:34:24,04:53:41,Evening
2023-03-02,E07300,09:45:36,13:40:03,Morning
2023-09-11,E07812,19:55:39,18:16:25,Night
2023-05-12,E08611,23:29:14,22:15:17,Morning
2023-06-11,E06384,07:07:23,15:03:27,Evening
2023-10-30,E09045,23:16:19,11:18:08,Night
2023-06-30,E01779,06:10:41,06:35:13,Morning
2023-05-17,E08608,15:48:47,06:44:37,Night
2023-01-01,E01706,07:25:13,12:31:07,Evening
2023-01-01,E03482,16:16:12,09:14:21,Evening
2023-08-30,E06532,05:31:21,10:47:31,Evening
2023-01-29,E00840,18:57:53,06:08:22,Morning
2023-04-08,E01752,03:21:08,18:57:14,Morning
2023-04-15,E05238,22:34:06,13:25:26,Morning
2023-02-11,E00581,23:40:31,17:57:18,Night
2023-10-14,E08605,13:24:13,07:35:09,Evening
2023-04-27,E05737,01:58:55,20:02:55,Evening
2023-01-22,E04705,22:53:58,05:24:25,Night
2023-09-22,E02399,17:04:03,23:36:51,Morning
2023-12-07,E08874,14:24:37,10:19:09,Morning
2023-12-21,E09838,08:28:24,05:07:01,Evening
2023-08-26,E08784,05:00:30,06:46:19,Morning
2023-01-22,E07400,23:32:58,18:16:31,Morning
2023-07-05,E02376,20:16:28,16:11:40,Evening
2023-07-01,E03732,21:02:41,19:40:33,Evening
2023-05-30,E04468,13:39:35,05:03:31,Evening
2023-02-18,E07680,02:35:09,13:31:30,Morning
2023-11-27,E04616,13:16:49,17:25:51,Evening
2023-02-08,E03552,21:50:16,19:28:08,Morning
2023-08-01,E08589,10:08:16,17:29:20,Evening
2023-05-31,E05851,04:04:23,11:50:17,Night
2023-07-20,E03843,12:26:58,21:50:19,Evening
2023-09-14,E05258,14:57:54,09:34:10,Night
2023-03-15,E06130,13:43:28,03:43:07,Morning
2023-05-30,E01151,07:00:11,00:20:21,Night
2023-01-26,E04238,04:40:06,15:34:42,Morning
2023-06-24,E02819,16:32:07,15:40:15,Morning
2023-02-07,E01713,10:22:05,08:09:59,Morning
2023-01-30,E08198,02:24:08,07:46:09,Morning
2023-05-01,E08324,22:48:17,04:59:27,Morning
2023-10-09,E08492,17:14:51,13:25:50,Morning
2023-12-04,E03726,21:40:15,02:13:44,Morning
2023-06-29,E04278,05:22:39,20:52:18,Morning
2023-07-19,E05863,21:56:24,12:06:32,Night
2023-12-04,E05331,19:34:49,03:13:53,Evening
2023-02-17,E01917,14:16:33,05:09:30,Evening
2023-11-27,E03604,06:11:47,18:38:36,Night
2023-02-17,E05428,05:11:09,05:58:19,Evening
2023-02-06,E03190,16:34:18,23:32:39,Evening
2023-02-09,E09373,16:11:04,13:54:45,Evening
2023-03-17,E03623,12:11:18,08:08:34,Night
2023-07-07,E00745,22:21:07,14:39:32,Evening
2023-05-14,E09775,20:02:46,09:27:21,Evening
2023-01-06,E05966,20:20:00,17:02:21,Morning
2023-06-23,E07340,16:10:35,22:54:32,Night
2023-04-08,E07535,07:11:06,16:14:31,Night
2023-07-13,E06910,10:22:15,15:44:27,Night
2023-09-14,E07014,19:34:41,00:45:33,Evening
2023-01-06,E03999,20:59:57,02:47:53,Morning
2023-05-28,E01618,04:53:38,03:46:58,Morning
2023-08-28,E08780,10:08:45,11:27:07,Morning
2023-03-13,E03864,18:46:21,04:08:43,Evening
2023-12-21,E04591,14:31:58,12:42:36,Morning
2023-11-18,E03666,12:04:48,16:16:07,Night
2023-05-03,E04469,03:01:23,18:07:05,Morning
2023-12-21,E04222,11:44:45,08:27:48,Night
2023-06-03,E02076,11:10:59,17:16:11,Evening
2023-05-10,E09148,05:27:01,16:07:34,Night
2023-06-24,E00127,07:44:41,20:20:36,Evening
2023-05-05,E06312,07:50:28,04:30:10,Night
2023-05-06,E06441,03:43:10,17:02:18,Morning
2023-09-13,E08894,01:36:50,07:17:18,Morning
2023-10-28,E08030,19:13:08,05:22:51,Night
2023-01-30,E09646,09:41:27,18:16:21,Night
2023-12-16,E05719,10:34:33,07:51:08,Evening
2023-08-03,E00182,08:08:58,03:55:19,Morning
2023-11-08,E05171,03:47:52,03:03:50,Morning
2023-12-26,E05774,02:31:00,04:29:36,Morning
2023-11-17,E06655,13:09:00,11:43:59,Night
2023-06-11,E05655,05:32:51,01:55:19,Morning
2023-03-29,E09848,15:27:25,05:14:56,Evening
2023-01-11,E01557,15:09:43,19:18:35,Night
2023-03-07,E08361,06:33:36,04:02:57,Night
2023-11-18,E07220,04:07:14,22:57:45,Morning
2023-02-13,E01670,16:13:06,01:51:22,Morning
2023-07-20,E02588,21:02:15,05:33:27,Evening
2023-03-22,E08120,10:32:13,01:14:00,Evening
2023-07-19,E08574,02:06:40,10:15:15,Evening
2023-08-07,E08635,00:20:26,18:07:10,Night
2023-09-20,E01836,08:29:54,08:02:04,Night
2023-07-23,E04703,13:53:59,23:48:07,Morning
2023-07-02,E01726,00:34:49,11:48:52,Evening
2023-10-29,E06580,06:13:11,01:49:46,Night
2023-07-28,E03940,16:43:25,22:32:51,Morning
2023-07-25,E07589,08:58:52,03:42:34,Morning
2023-02-19,E02529,03:06:33,19:44:40,Night
2023-04-13,E07171,04:07:40,01:47:59,Night
2023-09-01,E05200,23:05:38,00:34:39,Night
2023-06-09,E01541,10:26:44,08:07:33,Night
2023-12-29,E01092,17:55:01,14:51:11,Morning
2023-02-18,E05972,20:57:45,13:07:17,Night
2023-09-30,E03095,08:34:58,06:27:36,Evening
2023-07-13,E00403,15:03:19,09:55:13,Evening
2023-02-26,E00872,21:12:15,21:01:34,Evening
2023-05-12,E02674,19:59:42,15:00:36,Evening
2023-12-13,E03881,01:43:48,22:35:58,Night
2023-09-11,E05596,08:37:41,09:28:17,Evening
2023-03-01,E00128,21:14:50,00:50:01,Morning
2023-04-20,E03181,11:56:06,08:30:27,Morning
2023-10-05,E09896,07:09:49,01:09:08,Morning
2023-03-06,E00857,22:59:59,02:55:08,Evening
2023-01-03,E07579,12:04:57,04:39:16,Morning
2023-02-19,E06492,15:25:11,12:49:13,Morning
2023-07-23,E00606,02:09:50,12:44:25,Evening
2023-06-20,E08955,07:55:58,10:18:40,Evening
2023-03-30,E02386,22:19:18,18:01:37,Night
2023-12-31,E00455,21:06:15,06:21:19,Evening
2023-08-10,E05898,09:47:31,20:10:20,Night
2023-03-11,E08503,12:22:59,14:51:30,Night
2023-01-15,E05710,08:47:48,23:34:19,Night
2023-01-19,E02996,21:30:18,10:06:40,Morning
2023-10-11,E07621,19:06:05,20:38:00,Morning
2023-11-02,E07490,09:28:31,08:56:43,Morning
2023-03-31,E04539,03:41:35,20:20:28,Night
2023-10-19,E08520,02:14:03,10:30:35,Night
2023-08-25,E07230,22:24:14,13:04:14,Evening
2023-07-31,E02406,19:54:01,23:45:15,Night
2023-06-12,E02879,09:27:43,05:36:35,Evening
2023-06-09,E02127,03:06:19,12:04:42,Night
2023-10-30,E08130,03:16:12,05:41:18,Night
2023-06-22,E08296,21:33:08,03:28:58,Evening
2023-07-15,E06754,05:27:34,02:41:07,Night
2023-06-19,E00455,16:50:11,00:38:41,Evening
2023-02-27,E02493,22:15:41,05:30:31,Morning
2023-04-12,E05416,07:25:24,00:52:59,Evening
2023-09-06,E04979,07:38:28,17:46:57,Morning
2023-07-11,E06559,10:57:04,18:51:11,Night
2023-09-28,E02719,05:00:51,11:52:34,Evening
2023-04-17,E06069,06:10:15,12:35:51,Night
2023-08-14,E06613,19:21:57,17:42:21,Morning
2023-01-04,E00274,13:26:56,12:47:37,Evening
2023-03-01,E04987,05:12:28,13:45:30,Night
2023-08-22,E08434,21:52:27,19:09:59,Evening
2023-04-13,E07521,10:48:36,05:03:36,Morning
2023-06-19,E08458,02:52:27,00:14:14,Morning
2023-08-21,E01781,23:26:08,07:43:54,Evening
2023-05-02,E06252,23:55:18,19:41:00,Morning
2023-04-19,E06929,09:16:04,00:27:57,Evening
2023-05-07,E05595,04:02:45,16:02:41,Night
2023-09-04,E01658,10:41:07,04:07:13,Night
2023-07-08,E05503,06:19:37,06:13:29,Evening
2023-12-30,E06086,23:08:07,00:12:17,Evening
2023-09-17,E00845,21:53:47,16:10:30,Morning
2023-09-16,E03169,18:26:10,10:15:32,Night
2023-07-08,E03720,11:11:00,10:20:26,Morning
2023-04-19,E08147,01:20:29,20:29:11,Evening
2023-09-22,E07436,16:51:20,06:25:14,Night
2023-08-19,E04811,15:25:40,19:58:11,Night
2023-10-31,E06321,16:11:05,07:30:00,Morning
2023-07-22,E02671,06:25:53,09:33:26,Night
2023-01-01,E09527,19:15:28,23:46:40,Morning
2023-05-27,E00612,23:10:42,14:44:03,Night
2023-03-19,E02602,17:06:21,04:32:34,Evening
2023-08-05,E00925,12:45:59,09:47:46,Morning
2023-09-23,E07905,18:49:17,12:55:08,Evening
2023-07-08,E09608,20:29:03,23:14:30,Evening
2023-02-16,E04100,21:03:32,19:07:30,Morning
2023-06-01,E01216,19:00:35,15:00:33,Morning
2023-02-12,E02478,20:19:56,11:12:59,Morning
2023-08-01,E09635,02:34:27,09:30:06,Morning
2023-06-26,E08087,13:23:25,22:35:29,Morning
2023-04-10,E04315,16:42:45,20:52:58,Morning
2023-11-11,E09169,06:32:07,02:47:22,Morning
2023-09-08,E07959,04:49:05,14:27:45,Morning
2023-02-13,E02722,12:46:10,02:54:40,Morning
2023-02-24,E01430,11:17:00,20:53:35,Evening
2023-07-30,E03911,15:47:49,18:45:56,Night
2023-06-18,E03823,09:31:00,23:14:26,Night
2023-09-24,E00610,13:33:48,07:35:43,Morning
2023-06-27,E06962,13:42:47,03:09:39,Night
2023-02-04,E05424,18:11:01,01:11:52,Evening
2023-04-08,E03307,00:56:46,15:01:03,Morning
2023-12-02,E02876,21:17:50,17:31:11,Night
2023-01-30,E00080,13:35:10,08:22:51,Evening
2023-10-23,E04467,03:32:30,17:19:45,Night
2023-05-05,E07414,04:05:32,00:27:53,Evening
2023-08-05,E01428,16:56:05,14:29:45,Morning
2023-12-27,E02888,10:58:42,12:54:44,Night
2023-11-03,E04246,05:27:03,00:29:11,Night
2023-03-08,E09911,16:31:25,16:25:55,Night
2023-08-05,E07290,00:40:22,11:42:44,Evening
2023-02-28,E05178,05:43:14,20:01:23,Night
2023-04-15,E06567,13:40:08,11:05:59,Evening
2023-07-15,E00333,14:52:02,05:20:56,Night
2023-03-02,E09080,06:53:46,16:14:31,Night
2023-02-21,E03619,08:10:34,04:57:58,Night
2023-08-24,E03728,06:50:14,17:12:28,Morning
2023-10-18,E05105,20:03:34,07:23:51,Night
2023-12-15,E03063,13:51:48,05:55:05,Morning
2023-03-02,E02885,12:23:34,00:20:44,Morning
2023-11-29,E09764,14:20:39,10:56:55,Night
2023-11-25,E08018,01:00:47,01:37:04,Morning
2023-08-31,E08941,20:45:20,02:04:06,Evening
2023-04-14,E00134,11:57:02,21:47:40,Night
2023-07-25,E00356,18:40:54,18:36:02,Morning
2023-04-27,E05779,06:39:37,17:35:49,Morning
2023-11-20,E07355,17:48:54,15:10:05,Evening
2023-08-26,E06021,01:24:14,05:00:26,Evening
2023-01-28,E08082,21:47:20,13:09:10,Night
2023-02-13,E09072,08:44:36,22:42:19,Night
2023-10-31,E05801,18:31:29,15:27:45,Evening
2023-10-25,E08542,14:00:21,22:29:54,Night
2023-01-28,E03462,03:19:05,20:41:51,Night
2023-02-16,E00400,23:28:59,17:11:06,Morning
2023-05-10,E09155,13:42:36,09:04:00,Morning
2023-01-29,E05582,08:07:17,13:39:47,Night
2023-01-31,E01747,02:46:29,18:25:45,Night
2023-07-26,E09826,04:03:33,02:23:56,Night
2023-04-12,E06557,14:42:50,19:28:12,Morning
2023-05-30,E09674,09:16:39,16:34:11,Evening
2023-10-19,E06800,13:34:02,22:30:06,Night
2023-09-05,E02897,12:29:16,06:27:05,Evening
2023-11-01,E06542,14:59:58,15:19:13,Morning
2023-08-26,E05264,19:33:19,07:28:52,Night
2023-05-12,E08225,08:39:18,08:56:29,Morning
2023-03-02,E07187,22:04:01,07:40:14,Night
2023-05-30,E09357,13:45:14,07:36:52,Night
2023-08-21,E03367,05:16:39,12:36:37,Morning
2023-11-18,E05677,02:47:42,08:55:23,Night
2023-01-08,E04369,12:11:29,11:47:13,Morning
2023-05-26,E00103,02:08:15,00:35:14,Morning
2023-10-21,E06053,20:17:38,12:38:57,Night
2023-10-21,E07807,17:50:53,03:46:55,Evening
2023-11-28,E05011,05:43:19,13:43:37,Morning
2023-10-31,E02507,22:01:57,19:57:42,Night
2023-12-19,E02756,20:16:25,11:40:18,Night
2023-12-28,E01586,04:50:50,18:56:01,Morning
2023-08-26,E04545,04:39:10,10:36:48,Morning
2023-08-18,E05305,02:27:52,06:14:08,Morning
2023-12-29,E09565,04:49:32,16:54:04,Night
2023-12-17,E08576,04:27:25,16:49:31,Evening
2023-04-20,E09851,06:32:01,14:46:00,Night
2023-08-21,E05538,05:02:34,12:50:15,Evening
2023-08-28,E03332,16:11:55,06:00:22,Morning
2023-03-20,E00857,14:11:36,17:07:51,Evening
2023-12-19,E03399,16:01:11,09:19:58,Morning
2023-01-26,E04342,16:38:11,04:46:10,Morning
2023-10-16,E01655,07:01:44,13:51:04,Night
2023-05-06,E04653,03:45:51,22:27:06,Evening
2023-06-08,E07451,06:48:09,02:40:02,Evening
2023-07-23,E02687,21:56:17,20:12:22,Morning
2023-09-24,E01612,02:05:24,11:23:25,Morning
2023-03-31,E00690,15:13:59,13:07:45,Night
2023-05-15,E03909,17:58:08,18:59:33,Evening
2023-05-24,E09439,08:57:58,02:35:37,Night
2023-05-15,E03388,00:02:10,01:28:56,Evening
2023-06-11,E00216,23:52:30,22:42:38,Morning
2023-09-17,E09532,00:28:21,00:50:51,Morning
2023-04-13,E02703,23:08:32,07:21:32,Morning
2023-08-26,E09852,21:39:53,07:31:55,Night
2023-04-11,E00146,15:14:14,01:13:35,Night
2023-02-05,E02301,07:59:39,01:37:55,Morning
2023-10-23,E07245,06:42:23,22:30:29,Morning
2023-02-15,E01160,06:36:06,05:19:38,Morning
2023-04-08,E01829,00:06:15,15:05:26,Morning
2023-07-17,E03845,23:12:39,20:33:15,Night
2023-06-14,E04105,13:49:13,13:43:07,Morning
2023-03-15,E04472,09:29:15,22:43:37,Morning
2023-03-07,E07133,12:48:55,17:42:43,Night
2023-05-24,E05671,19:31:29,04:14:12,Morning
2023-10-03,E04287,21:09:48,16:19:55,Evening
2023-12-05,E07627,01:27:28,11:50:19,Evening
2023-07-06,E06226,11:17:45,21:32:13,Morning
2023-11-16,E03923,12:02:25,14:58:17,Night
2023-06-21,E07235,17:43:04,23:43:55,Evening
2023-01-12,E07889,09:48:16,07:15:35,Night
2023-06-29,E04295,06:37:35,11:20:17,Night
2023-01-25,E06683,06:33:36,18:27:20,Evening
2023-01-12,E02331,14:05:44,09:44:44,Evening
2023-12-11,E04836,13:05:09,05:46:42,Evening
2023-05-31,E06105,23:37:44,19:24:55,Morning
2023-04-16,E04337,09:09:19,16:07:21,Evening
2023-02-28,E03821,02:41:11,04:48:01,Night
2023-04-07,E01846,06:42:16,23:05:07,Evening
2023-02-24,E03902,07:38:19,09:37:45,Evening
2023-05-08,E04987,14:56:02,10:18:06,Night
2023-06-08,E05435,10:51:16,19:57:32,Night
2023-12-31,E07605,10:54:51,09:43:11,Night
2023-04-10,E00188,13:12:57,05:04:39,Evening
2023-12-22,E04876,13:03:08,04:08:15,Morning
2023-10-13,E07525,19:29:58,03:46:22,Morning
2023-11-07,E02848,00:53:25,00:12:16,Morning
2023-12-23,E08455,16:50:14,17:31:52,Evening
2023-11-15,E08180,23:05:26,02:54:42,Morning
2023-03-07,E07639,16:59:00,21:45:12,Morning
2023-04-25,E07530,02:08:49,16:32:01,Night
2023-05-03,E05427,02:02:49,12:10:17,Evening
2023-04-02,E09661,22:35:09,05:28:33,Morning
2023-06-08,E05834,20:28:04,07:18:38,Night
2023-01-26,E02786,19:56:04,09:42:50,Evening
2023-02-08,E09118,01:12:56,03:24:10,Evening
2023-12-10,E01445,23:19:46,23:15:09,Night
2023-04-02,E05870,07:23:44,13:39:32,Night
2023-05-09,E05253,09:58:44,15:04:40,Night
2023-07-08,E01062,04:28:23,05:18:07,Night
2023-03-29,E01298,11:35:50,23:48:54,Evening
2023-04-30,E06060,11:56:08,08:49:42,Morning
2023-04-25,E04706,04:36:28,06:09:31,Night
2023-12-20,E08598,01:37:18,19:07:05,Night
2023-01-17,E08081,09:10:05,18:10:35,Morning
2023-09-08,E08827,22:24:11,18:04:34,Night
2023-09-29,E09917,18:11:02,10:51:15,Night
2023-05-08,E08813,01:08:30,03:53:19,Morning
2023-07-29,E00370,23:08:55,08:52:58,Evening
2023-01-15,E06915,19:46:30,01:56:48,Morning
2023-11-30,E06965,09:48:44,00:10:28,Morning
2023-10-30,E04731,15:43:35,00:40:15,Night
2023-06-26,E09844,22:08:09,06:02:51,Morning
2023-10-09,E09296,07:15:28,12:08:02,Morning
2023-01-09,E05718,15:43:44,20:23:23,Night
2023-11-09,E05397,23:15:49,22:47:13,Morning
2023-12-07,E02001,02:14:46,11:54:27,Night
2023-05-12,E00025,05:40:55,14:03:53,Night
2023-04-23,E08244,22:11:29,00:11:16,Morning
2023-01-22,E03514,05:34:16,08:16:04,Evening
2023-04-24,E04405,09:27:45,16:18:10,Night
2023-01-10,E05122,08:05:03,19:00:10,Night
2023-05-28,E00348,21:05:58,01:08:32,Morning
2023-05-06,E00344,03:03:02,09:47:34,Evening
2023-11-19,E00729,12:54:14,06:17:00,Evening
2023-08-02,E09642,14:38:03,21:20:44,Morning
2023-04-13,E03957,22:42:51,17:06:35,Morning
2023-01-24,E05359,07:48:04,15:44:35,Evening
2023-07-14,E05839,21:55:06,07:41:15,Night
2023-09-17,E01507,03:30:41,06:26:56,Night
2023-08-17,E09738,17:31:49,02:24:17,Morning
2023-06-30,E08416,17:08:54,20:27:33,Morning
2023-10-24,E00744,09:25:34,15:46:40,Night
2023-05-09,E03911,07:35:38,17:12:08,Evening
2023-11-07,E03798,17:30:30,19:56:20,Morning
2023-09-13,E06256,06:15:09,01:45:59,Night
2023-08-29,E04249,19:07:22,05:20:45,Morning
2023-11-03,E05569,00:36:42,14:48:54,Night
2023-02-21,E08738,05:12:22,12:38:57,Night
2023-01-22,E02030,09:45:39,16:47:00,Night
2023-12-26,E06124,12:58:18,09:24:39,Morning
2023-12-21,E08748,19:40:34,19:16:21,Night
2023-05-05,E06244,07:21:23,18:36:05,Night
2023-04-07,E09529,02:00:47,06:39:58,Morning
2023-11-15,E01456,21:22:57,13:28:33,Evening
2023-10-06,E02930,04:43:56,06:46:04,Morning
2023-12-20,E08921,06:02:35,06:09:09,Night
2023-12-23,E04968,03:07:43,10:42:29,Night
2023-04-05,E07080,16:49:14,06:59:34,Evening
2023-02-17,E06882,13:58:14,01:20:25,Night
2023-11-15,E08688,22:11:07,03:46:18,Morning
2023-06-03,E01842,12:39:46,03:20:15,Evening
2023-12-17,E01060,02:06:44,22:50:36,Morning
2023-01-24,E07681,20:47:48,23:59:33,Night
2023-11-18,E08246,16:46:54,20:11:41,Evening
2023-09-09,E02696,09:57:12,07:46:51,Morning
2023-12-18,E04774,17:01:57,03:18:55,Morning
2023-08-06,E05540,13:23:42,02:07:04,Evening
2023-10-30,E07408,04:13:57,03:56:33,Morning
2023-12-26,E04431,14:33:58,17:23:35,Evening
2023-12-16,E05702,13:19:09,09:18:19,Night
2023-01-05,E00925,20:10:43,21:55:24,Morning
2023-11-20,E08039,08:11:37,12:58:50,Morning
2023-04-27,E05251,16:34:25,06:53:14,Morning
2023-03-08,E02185,10:32:11,23:38:49,Evening
2023-05-14,E05795,07:15:22,15:46:19,Morning
2023-12-19,E00806,04:29:35,01:32:03,Evening
2023-08-05,E09494,09:16:10,04:53:50,Evening
2023-07-01,E02675,16:06:13,00:14:42,Morning
2023-06-20,E03902,12:47:18,20:49:40,Evening
2023-10-22,E03487,00:42:06,02:57:05,Morning
2023-10-12,E02739,03:08:00,14:08:37,Morning
2023-01-17,E02462,13:05:11,23:06:47,Night
2023-11-01,E02522,14:12:37,20:02:44,Evening
2023-10-06,E07014,03:33:24,20:26:48,Evening
2023-11-20,E02890,04:43:02,21:57:11,Evening
2023-06-28,E09808,04:53:33,00:47:26,Evening
2023-06-08,E04227,18:11:20,06:29:14,Evening
2023-11-22,E01709,11:31:58,00:07:24,Morning
2023-12-12,E09487,14:54:13,19:23:42,Night
2023-12-20,E04790,15:36:15,02:53:39,Night
2023-04-12,E07307,12:10:46,13:06:29,Evening
2023-08-12,E04921,18:37:12,11:33:35,Morning
2023-07-14,E01394,21:20:10,04:01:28,Evening
2023-02-06,E01631,01:16:42,10:23:20,Morning
2023-07-17,E08506,02:14:50,04:42:58,Evening
2023-07-04,E03358,04:38:46,00:57:38,Evening
2023-12-19,E08236,05:29:33,19:49:21,Night
2023-08-15,E02084,17:13:51,11:34:04,Evening
2023-03-11,E06653,17:46:44,03:31:23,Night
2023-02-15,E05432,23:47:59,17:47:59,Morning
2023-04-07,E08765,04:27:22,07:23:13,Night
2023-08-22,E03395,20:23:45,05:37:13,Night
2023-06-05,E01949,20:13:30,22:28:04,Morning
2023-05-08,E02564,12:54:58,14:16:07,Morning
2023-06-05,E04987,10:28:01,13:39:34,Evening
2023-03-17,E03039,18:38:16,09:12:06,Morning
2023-11-23,E07031,15:33:12,17:11:28,Night
2023-06-04,E00262,06:57:21,03:18:28,Night
2023-12-01,E04691,02:53:35,02:28:43,Morning
2023-06-05,E05909,17:27:21,06:48:28,Morning
2023-04-13,E00389,11:00:05,11:51:03,Night
2023-04-19,E04925,14:41:47,17:21:25,Morning
2023-11-30,E06323,06:25:17,18:33:41,Night
2023-03-04,E03353,07:29:14,07:16:31,Morning
2023-12-17,E03164,14:07:55,06:08:58,Night
2023-07-22,E03765,09:36:55,10:46:04,Morning
2023-02-06,E03538,10:09:28,01:18:20,Morning
2023-08-17,E05139,09:03:46,10:36:57,Night
2023-04-17,E08162,17:02:39,04:36:58,Evening
2023-10-26,E01424,04:46:48,07:36:29,Evening
2023-08-29,E00217,20:43:09,06:30:24,Night
2023-10-11,E04370,20:42:00,06:13:55,Night
2023-07-13,E04710,13:16:59,16:19:28,Evening
2023-11-07,E00350,19:29:35,23:08:00,Night
2023-07-23,E04018,15:00:00,23:52:49,Night
2023-12-29,E02833,16:31:35,12:56:29,Morning
2023-03-25,E02232,17:13:30,21:58:50,Night
2023-03-08,E06937,17:40:31,19:54:42,Night
2023-09-21,E04670,16:21:08,10:41:37,Morning
2023-09-15,E01174,21:24:43,00:07:27,Night
2023-03-19,E08825,06:36:42,03:40:27,Night
2023-04-23,E06253,20:29:52,18:30:22,Night
2023-02-13,E03424,14:51:32,18:35:28,Evening
2023-01-05,E00924,02:15:52,07:26:57,Morning
2023-12-25,E01537,21:28:15,00:20:31,Night
2023-03-14,E03627,00:49:52,09:23:56,Night
2023-10-08,E07390,02:35:34,01:35:01,Night
2023-08-18,E03359,00:10:47,19:58:27,Night
2023-07-12,E06237,21:13:45,15:03:02,Morning
2023-07-25,E03110,04:48:15,09:16:45,Morning
2023-04-15,E05951,00:32:44,12:56:19,Night
2023-11-18,E04169,02:20:34,02:06:13,Night
2023-11-09,E03736,06:46:52,00:53:59,Morning
2023-12-06,E05493,05:08:42,00:12:26,Morning
2023-12-05,E02596,11:27:19,07:33:24,Morning
2023-09-12,E07181,19:23:39,04:48:36,Morning
2023-06-27,E05938,06:20:26,17:23:08,Evening
2023-09-16,E07767,15:01:31,18:25:34,Evening
2023-03-28,E05639,17:24:35,14:15:09,Night
2023-12-10,E02185,12:11:53,13:06:18,Evening
2023-08-12,E01590,19:05:19,04:14:34,Morning
2023-04-30,E00717,19:23:21,17:28:09,Morning
2023-01-10,E08653,11:18:22,06:08:40,Night
2023-02-20,E01128,10:01:37,19:19:30,Evening
2023-11-02,E04228,11:17:21,10:32:21,Night
2023-06-10,E00068,16:30:15,05:16:23,Morning
2023-06-20,E07405,05:43:20,07:35:10,Night
2023-05-09,E01730,19:21:42,05:57:57,Evening
2023-07-03,E02770,23:07:29,13:27:58,Morning
2023-04-15,E06436,01:24:50,22:32:25,Evening
2023-03-12,E09679,18:19:58,16:18:44,Evening
2023-10-15,E08191,03:29:18,15:34:53,Evening
2023-01-27,E06480,07:45:10,18:41:32,Night
2023-06-21,E00527,01:35:39,11:45:45,Night
2023-12-14,E05571,18:59:59,15:21:43,Night
2023-04-10,E03822,00:16:41,03:58:12,Morning
2023-12-02,E09566,12:04:23,02:34:27,Night
2023-12-31,E02236,06:42:43,10:17:33,Night
2023-07-28,E06487,07:07:44,22:17:57,Evening
2023-11-20,E01523,18:35:29,05:49:52,Night
2023-05-28,E09161,19:26:21,09:00:29,Night
2023-04-26,E08446,04:43:51,17:11:26,Night
2023-11-11,E05782,19:21:40,13:56:55,Evening
2023-08-24,E03353,01:36:32,23:00:48,Night
2023-10-29,E04839,10:26:15,10:24:38,Evening
2023-02-26,E03890,05:45:54,15:38:33,Evening
2023-03-11,E08753,20:30:32,02:56:12,Night
2023-11-02,E09406,10:17:24,05:44:31,Evening
2023-11-13,E01671,18:34:30,16:38:37,Morning
2023-09-25,E05030,00:36:16,18:34:20,Evening
2023-08-27,E07020,16:18:36,05:03:52,Morning
2023-08-02,E08855,21:23:22,15:33:29,Morning
2023-12-25,E03285,11:02:23,12:44:25,Morning
2023-06-05,E04253,16:02:53,20:04:08,Morning
2023-01-27,E07714,19:43:05,01:48:45,Morning
2023-09-14,E07794,15:36:32,08:10:40,Night
2023-11-16,E06013,04:17:43,10:45:42,Morning
2023-08-05,E00158,04:33:12,00:24:05,Night
2023-09-28,E02609,10:10:15,08:45:02,Evening
2023-10-11,E05691,22:57:22,15:56:26,Morning
