Employee ID,Overtime Hours,Regular Hours,Pay per Hour,Total Salary
E00208,20,120,37.99,5318.6
E05116,19,142,16.5,2656.5
E04079,1,148,46.6,6943.4
E09667,17,120,31.75,4349.75
E03989,1,155,13.72,2140.32
E02564,12,159,23.01,3934.71
E03821,18,149,46.25,7723.75
E09412,14,128,35.57,5050.94
E03084,10,139,41.77,6223.73
E07759,11,178,46.53,8794.17
E05181,8,157,21.59,3562.35
E04772,13,141,49.04,7552.16
E04763,3,146,48.37,7207.13
E03643,1,129,23.69,3079.7
E02336,14,167,22.41,4056.21
E02359,1,170,34.11,5832.81
E01512,19,178,17.57,3461.29
E07168,4,161,11.61,1915.65
E04883,4,123,39.1,4965.7
E01973,11,171,34.53,6284.46
E07596,0,124,38.51,4775.24
E04478,15,138,12.47,1907.91
E04316,15,142,36.74,5768.18
E06189,7,170,38.16,6754.32
E04528,20,158,46.21,8225.38
E03097,1,164,33.56,5537.4
E05315,13,155,15.3,2570.4
E09889,14,140,23.89,3679.06
E09931,11,120,10.68,1399.08
E02364,17,130,45.7,6717.9
E03888,0,149,44.68,6657.32
E01751,20,155,35.51,6214.25
E03676,19,121,36.34,5087.6
E02841,2,152,25.13,3870.02
E05050,0,150,40.36,6054.0
E03043,13,173,13.57,2524.02
E02646,4,175,19.57,3503.03
E01071,2,169,13.36,2284.56
E07388,13,133,35.1,5124.6
E04715,7,132,41.04,5704.56
E09267,12,144,10.87,1695.72
E08729,10,164,25.34,4409.16
E09562,12,137,49.94,7441.06
E06003,2,141,29.03,4151.29
E09065,9,121,29.8,3874.0
E08973,5,155,39.67,6347.2
E07903,6,155,42.29,6808.69
E06727,0,148,47.95,7096.6
E04477,8,158,11.35,1884.1
E05210,2,172,39.03,6791.22
E09507,6,170,26.95,4743.2
E07333,2,169,35.25,6027.75
E06801,12,155,38.73,6467.91
E07615,3,178,22.68,4105.08
E08759,6,128,23.16,3103.44
E08804,20,156,24.82,4368.32
E04080,1,146,13.98,2055.06
E02093,1,171,22.04,3790.88
E09176,2,139,11.61,1637.01
E09777,13,131,19.37,2789.28
E08824,0,133,42.78,5689.74
E01472,1,130,44.14,5782.34
E01098,16,158,12.2,2122.8
E03536,1,135,40.27,5476.72
E00402,12,169,21.19,3835.39
E04374,13,167,37.18,6692.4
E07568,16,144,45.75,7320.0
E05142,19,180,43.45,8646.55
E03499,17,141,29.22,4616.76
E03732,10,179,16.74,3163.86
E09486,4,124,17.9,2291.2
E00553,17,171,30.42,5718.96
E07787,4,151,16.31,2528.05
E07814,18,172,23.29,4425.1
E00828,12,161,38.94,6736.62
E07883,20,178,15.77,3122.46
E00059,10,120,45.02,5852.6
E08403,6,159,15.75,2598.75
E05138,8,155,41.27,6727.01
E08465,13,156,40.01,6761.69
E00883,9,125,14.05,1882.7
E07286,17,154,17.41,2977.11
E06190,2,153,26.77,4149.35
E07422,9,149,11.26,1779.08
E07868,11,165,48.91,8608.16
E05787,19,135,22.26,3428.04
E06621,0,174,43.96,7649.04
E02949,17,147,37.76,6192.64
E01585,12,164,47.95,8439.2
E05756,11,127,16.92,2334.96
E05386,19,135,48.81,7516.74
E07770,10,138,12.11,1792.28
E02415,13,122,10.11,1364.85
E05259,7,155,29.82,4830.84
E09942,3,153,33.46,5219.76
E03644,19,158,32.02,5667.54
E07408,15,142,19.24,3020.68
E02589,17,177,31.89,6186.66
E03956,0,173,48.57,8402.61
E08249,6,139,42.16,6113.2
E03802,11,172,44.56,8154.48
E03338,11,157,22.69,3811.92
E01801,1,154,13.92,2157.6
E02940,4,124,35.86,4590.08
E02803,7,142,29.02,4323.98
E01179,14,160,21.82,3796.68
E00582,19,129,42.22,6248.56
E07764,14,153,20.97,3501.99
E05649,15,144,23.58,3749.22
E01682,4,165,27.9,4715.1
E04859,15,176,32.68,6241.88
E01071,3,124,13.36,1696.72
E09299,0,178,10.99,1956.22
E01262,3,160,33.92,5528.96
E06248,8,156,14.92,2446.88
E03491,0,146,15.55,2270.3
E07466,16,155,21.99,3760.29
E06869,18,177,41.02,7998.9
E01479,9,131,32.57,4559.8
E02359,3,176,34.11,6105.69
E05612,14,155,23.71,4006.99
E08135,12,140,17.06,2593.12
E09607,5,133,39.58,5462.04
E09501,10,126,33.21,4516.56
E01294,18,179,12.9,2541.3
E06468,8,179,26.05,4871.35
E03806,20,122,11.68,1658.56
E00625,17,157,45.22,7868.28
E00559,4,169,25.43,4399.39
E08628,1,160,11.18,1799.98
E03622,4,158,26.72,4328.64
E09642,0,135,47.71,6440.85
E05761,20,124,36.72,5287.68
E08377,10,174,15.68,2885.12
E03020,12,166,36.09,6424.02
E07750,20,156,26.16,4604.16
E02805,0,177,15.86,2807.22
E04672,2,175,36.89,6529.53
E02128,5,132,16.46,2255.02
E02815,2,155,32.42,5089.94
E04785,10,130,38.78,5429.2
E09154,13,146,25.79,4100.61
E04371,12,135,32.15,4726.05
E00410,18,136,11.45,1763.3
E09360,15,155,24.05,4088.5
E01151,0,165,34.48,5689.2
E03130,16,155,11.08,1894.68
E09207,15,144,34.89,5547.51
E06954,13,166,49.09,8787.11
E05243,9,122,26.9,3523.9
E01653,3,147,40.99,6148.5
E08954,8,177,24.41,4515.85
E07258,19,130,31.61,4709.89
E01917,14,135,27.24,4058.76
E02300,13,136,14.75,2197.75
E05052,16,122,27.04,3731.52
E03582,14,134,20.1,2974.8
E01663,2,173,45.33,7932.75
E05590,13,131,44.02,6338.88
E00200,20,124,14.87,2141.28
E07488,19,145,37.98,6228.72
E00389,15,169,37.0,6808.0
E04938,18,162,16.9,3042.0
E09429,14,174,25.56,4805.28
E07058,8,140,49.58,7337.84
E05438,11,145,27.6,4305.6
E03826,3,159,39.23,6355.26
E01118,2,151,32.33,4946.49
E06575,15,139,27.46,4228.84
E06781,5,174,17.82,3189.78
E01588,13,150,37.73,6149.99
E06242,4,136,35.07,4909.8
E06777,9,162,21.11,3609.81
E08644,8,144,30.61,4652.72
E05405,6,147,20.0,3060.0
E02930,12,125,46.53,6374.61
E08807,8,159,38.35,6404.45
E01826,2,145,29.29,4305.63
E05331,9,153,34.63,5610.06
E09822,3,139,33.72,4788.24
E03111,6,127,45.31,6026.23
E06782,2,120,35.51,4332.22
E02330,16,142,42.91,6779.78
E08014,3,169,39.55,6802.6
E02031,16,165,32.7,5918.7
E02075,11,154,39.3,6484.5
E09453,5,145,35.83,5374.5
E09077,19,178,21.26,4188.22
E01477,11,163,24.65,4289.1
E05126,16,179,26.91,5247.45
E04149,8,130,16.34,2254.92
E04151,11,154,47.81,7888.65
E03840,3,178,18.67,3379.27
E06222,17,141,35.72,5643.76
E09112,7,127,13.06,1750.04
E01527,2,145,20.88,3069.36
E09265,1,145,41.91,6118.86
E09668,11,173,38.0,6992.0
E00767,15,132,16.96,2493.12
E02146,5,125,47.9,6227.0
E01430,9,126,25.14,3393.9
E02544,19,141,34.93,5588.8
E01340,4,120,45.5,5642.0
E04145,20,153,43.74,7567.02
E09367,2,167,16.72,2825.68
E05794,8,179,11.15,2085.05
E01762,7,120,26.58,3375.66
E05462,17,160,45.76,8099.52
E01824,15,145,38.07,6091.2
E05879,18,144,42.95,6957.9
E07062,2,174,25.27,4447.52
E00330,6,158,46.81,7676.84
E09896,0,132,21.79,2876.28
E03518,3,132,21.96,2964.6
E07080,3,175,25.54,4546.12
E09459,16,172,23.35,4389.8
E05482,7,160,14.81,2473.27
E01084,6,164,13.13,2232.1
E02511,8,164,15.19,2612.68
E09028,0,133,25.94,3450.02
E09663,17,141,49.56,7830.48
E00190,20,144,33.29,5459.56
E08571,13,145,42.18,6664.44
E06495,6,160,46.54,7725.64
E05012,16,164,16.85,3033.0
E09693,14,174,49.82,9366.16
E08776,14,126,23.92,3348.8
E01683,8,154,29.62,4798.44
E09213,8,161,42.09,7113.21
E06812,19,164,26.16,4787.28
E08199,13,140,38.79,5934.87
E05649,20,147,23.58,3937.86
E01973,4,148,34.53,5248.56
E09348,0,129,48.47,6252.63
E04484,6,176,39.07,7110.74
E01224,2,157,28.6,4547.4
E04545,0,169,37.06,6263.14
E04073,3,126,15.79,2036.91
E07521,0,122,38.8,4733.6
E09170,12,137,46.92,6991.08
E07907,6,141,37.01,5440.47
E03305,5,153,37.62,5943.96
E06277,17,131,11.43,1691.64
E08549,8,158,17.8,2954.8
E09378,19,152,24.77,4235.67
E06837,0,139,19.7,2738.3
E01160,10,176,44.91,8353.26
E03048,1,161,31.82,5154.84
E05016,14,156,27.95,4751.5
E09595,15,150,43.53,7182.45
E00614,9,145,48.7,7499.8
E06807,2,125,18.39,2335.53
E06988,7,174,18.03,3263.43
E07169,18,167,16.1,2978.5
E00328,15,126,44.29,6244.89
E01486,19,134,21.14,3234.42
E09683,19,174,42.39,8181.27
E06773,6,173,35.4,6336.6
E03971,11,146,28.17,4422.69
E02036,14,177,44.21,8444.11
E03022,12,177,25.86,4887.54
E08512,11,172,17.23,3153.09
E03173,17,127,37.57,5410.08
E07738,18,170,23.51,4419.88
E06785,16,172,14.56,2737.28
E01473,14,141,24.82,3847.1
E02513,4,126,37.14,4828.2
E05024,14,154,33.53,5633.04
E05724,19,168,19.32,3612.84
E07947,9,175,47.64,8765.76
E03837,2,140,36.99,5252.58
E08932,14,120,33.44,4480.96
E07133,8,153,10.28,1655.08
E00765,3,168,40.22,6877.62
E03288,11,129,18.44,2581.6
E07300,17,129,36.12,5273.52
E07812,10,132,29.83,4235.86
E08611,3,148,17.98,2714.98
E06384,10,149,24.59,3909.81
E09045,15,160,13.9,2432.5
E01779,9,128,15.93,2182.41
E08608,19,158,20.63,3651.51
E01706,12,150,22.47,3640.14
E03482,16,129,35.69,5175.05
E06532,8,180,39.42,7410.96
E00840,15,157,29.72,5111.84
E01752,17,143,45.89,7342.4
E05238,19,174,34.49,6656.57
E00581,7,146,37.92,5801.76
E08605,17,173,40.8,7752.0
E05737,5,146,24.49,3697.99
E04705,2,147,48.02,7154.98
E02399,11,145,15.56,2427.36
E08874,17,175,21.5,4128.0
E09838,18,168,14.15,2631.9
E08784,19,127,27.95,4080.7
E07400,13,168,21.2,3837.2
E02376,11,171,16.89,3073.98
E03732,3,164,16.74,2795.58
E04468,1,165,12.24,2031.84
E07680,12,156,11.59,1947.12
E04616,0,121,49.79,6024.59
E03552,17,167,18.93,3483.12
E08589,3,177,23.9,4302.0
E05851,11,178,12.43,2349.27
E03843,17,135,11.96,1817.92
E05258,20,146,35.36,5869.76
E06130,19,121,38.72,5420.8
E01151,9,142,34.48,5206.48
E04238,20,128,15.51,2295.48
E02819,19,161,27.67,4980.6
E01713,12,166,40.75,7253.5
E08198,15,142,14.52,2279.64
E08324,3,161,26.9,4411.6
E08492,15,163,31.85,5669.3
E03726,18,128,22.44,3276.24
E04278,16,145,30.66,4936.26
E05863,12,125,49.57,6791.09
E05331,10,130,34.63,4848.2
E01917,7,180,27.24,5093.88
E03604,20,139,20.57,3270.63
E05428,1,167,42.43,7128.24
E03190,8,161,32.34,5465.46
E09373,14,158,14.49,2492.28
E03623,16,125,20.84,2938.44
E00745,1,171,40.24,6921.28
E09775,2,158,14.41,2305.6
E05966,5,160,15.74,2597.1
E07340,13,162,35.93,6287.75
E07535,9,175,13.6,2502.4
E06910,14,174,30.28,5692.64
E07014,18,123,26.89,3791.49
E03999,5,154,38.12,6061.08
E01618,5,132,16.29,2231.73
E08780,20,178,10.14,2007.72
E03864,14,157,40.94,7000.74
E04591,0,124,47.68,5912.32
E03666,17,122,22.32,3102.48
E04469,1,150,47.15,7119.65
E04222,7,137,29.74,4282.56
E02076,10,120,14.67,1907.1
E09148,8,150,36.99,5844.42
E00127,8,163,20.3,3471.3
E06312,17,157,32.33,5625.42
E06441,8,163,19.97,3414.87
E08894,19,137,44.49,6940.44
E08030,2,175,20.07,3552.39
E09646,4,137,34.2,4822.2
E05719,16,150,46.52,7722.32
E00182,13,123,14.89,2025.04
E05171,9,141,32.3,4845.0
E05774,5,131,15.65,2128.4
E06655,17,139,18.0,2808.0
E05655,6,151,14.61,2293.77
E09848,13,176,21.3,4025.7
E01557,5,167,13.72,2359.84
E08361,11,139,30.07,4510.5
E07220,11,138,16.38,2440.62
E01670,6,171,49.23,8713.71
E02588,16,129,15.16,2198.2
E08120,18,149,25.22,4211.74
E08574,16,160,26.72,4702.72
E08635,8,140,44.36,6565.28
E01836,14,160,47.79,8315.46
E04703,19,133,35.07,5330.64
E01726,1,131,20.12,2655.84
E06580,5,137,28.14,3995.88
E03940,3,171,15.04,2616.96
E07589,0,162,12.44,2015.28
E02529,13,133,29.54,4312.84
E07171,8,157,14.2,2343.0
E05200,12,178,17.52,3328.8
E01541,14,150,42.84,7025.76
E01092,4,143,27.6,4057.2
E05972,1,142,11.04,1578.72
E03095,7,157,38.06,6241.84
E00403,8,163,47.32,8091.72
E00872,0,132,33.78,4458.96
E02674,2,165,47.06,7859.02
E03881,16,145,12.08,1944.88
E05596,13,140,43.74,6692.22
E00128,7,140,32.57,4787.79
E03181,17,176,40.53,7822.29
E09896,12,143,21.79,3377.45
E00857,9,164,33.86,5857.78
E07579,17,133,41.61,6241.5
E06492,1,180,26.95,4877.95
E00606,2,179,35.04,6342.24
E08955,20,153,47.38,8196.74
E02386,3,162,30.26,4992.9
E00455,0,172,47.73,8209.56
E05898,13,151,35.67,5849.88
E08503,7,179,15.06,2801.16
E05710,8,149,41.2,6468.4
E02996,10,145,34.4,5332.0
E07621,0,146,24.43,3566.78
E07490,14,135,40.35,6012.15
E04539,10,170,32.34,5821.2
E08520,20,136,13.14,2049.84
E07230,16,123,33.67,4680.13
E02406,10,167,11.29,1998.33
E02879,20,155,29.25,5118.75
E02127,19,126,49.84,7226.8
E08130,14,154,48.99,8230.32
E08296,11,159,35.91,6104.7
E06754,7,149,43.86,6842.16
E00455,9,134,47.73,6825.39
E02493,13,170,31.12,5694.96
E05416,3,131,33.72,4518.48
E04979,19,168,32.85,6142.95
E06559,15,132,12.21,1794.87
E02719,11,127,37.57,5184.66
E06069,12,158,42.3,7191.0
E06613,1,122,10.89,1339.47
E00274,1,176,24.63,4359.51
E04987,1,128,48.76,6290.04
E08434,13,162,35.87,6277.25
E07521,4,172,38.8,6828.8
E08458,4,171,21.33,3732.75
E01781,11,151,19.49,3157.38
E06252,0,139,19.72,2741.08
E06929,15,154,18.75,3168.75
E05595,10,151,43.62,7022.82
E01658,18,180,31.8,6296.4
E05503,18,178,14.64,2869.44
E06086,8,140,36.63,5421.24
E00845,15,134,49.2,7330.8
E03169,18,125,13.47,1926.21
E03720,8,147,14.86,2303.3
E08147,18,134,21.5,3268.0
E07436,19,139,33.23,5250.34
E04811,7,180,26.39,4934.93
E06321,18,133,42.29,6385.79
E02671,16,146,47.44,7685.28
E09527,12,166,39.63,7054.14
E00612,18,157,17.68,3094.0
E02602,5,121,16.52,2081.52
E00925,3,123,16.3,2053.8
E07905,10,152,35.55,5759.1
E09608,18,130,12.34,1826.32
E04100,18,137,28.1,4355.5
E01216,14,142,41.04,6402.24
E02478,11,136,43.88,6450.36
E09635,11,127,17.82,2459.16
E08087,13,141,25.16,3874.64
E04315,18,173,42.63,8142.33
E09169,19,169,39.5,7426.0
E07959,9,155,38.38,6294.32
E02722,13,172,20.24,3744.4
E01430,10,149,25.14,3997.26
E03911,11,151,33.66,5452.92
E03823,7,169,12.73,2240.48
E00610,20,155,14.16,2478.0
E06962,14,137,49.82,7522.82
E05424,0,163,12.0,1956.0
E03307,9,165,48.16,8379.84
E02876,12,156,43.36,7284.48
E00080,0,146,37.82,5521.72
E04467,8,125,41.79,5558.07
E07414,4,173,17.47,3092.19
E01428,18,163,44.61,8074.41
E02888,10,135,10.6,1537.0
E04246,3,147,43.5,6525.0
E09911,11,146,12.82,2012.74
E07290,9,157,23.18,3847.88
E05178,17,137,14.85,2286.9
E06567,15,156,26.82,4586.22
E00333,16,160,34.3,6036.8
E09080,0,127,41.87,5317.49
E03619,7,148,41.25,6393.75
E03728,12,158,14.93,2538.1
E05105,19,169,16.24,3053.12
E03063,5,121,42.69,5378.94
E02885,7,124,49.33,6462.23
E09764,16,167,41.63,7618.29
E08018,7,133,10.25,1435.0
E08941,5,137,39.99,5678.58
E00134,3,145,44.63,6605.24
E00356,20,137,22.04,3460.28
E05779,1,149,38.35,5752.5
E07355,17,171,45.15,8488.2
E06021,3,122,45.94,5742.5
E08082,8,138,34.7,5066.2
E09072,10,179,30.89,5838.21
E05801,10,151,20.68,3329.48
E08542,19,165,13.37,2460.08
E03462,12,155,24.75,4133.25
E00400,6,154,43.83,7012.8
E09155,15,150,47.0,7755.0
E05582,9,128,26.62,3646.94
E01747,5,129,44.67,5985.78
E09826,2,122,28.53,3537.72
E06557,0,155,10.55,1635.25
E09674,19,139,27.36,4322.88
E06800,3,140,29.17,4171.31
E02897,14,169,36.6,6697.8
E06542,9,148,33.08,5193.56
E05264,9,145,43.09,6635.86
E08225,0,169,29.86,5046.34
E07187,4,133,35.96,4926.52
E09357,2,129,23.8,3117.8
E03367,19,157,15.58,2742.08
E05677,3,168,27.04,4623.84
E04369,17,145,15.62,2530.44
E00103,8,165,14.24,2463.52
E06053,17,144,37.65,6061.65
E07807,4,135,39.64,5509.96
E05011,20,163,33.64,6156.12
E02507,20,160,32.18,5792.4
E02756,8,175,30.93,5660.19
E01586,10,128,39.39,5435.82
E04545,4,139,37.06,5299.58
E05305,0,130,12.73,1654.9
E09565,14,172,20.27,3770.22
E08576,12,133,14.75,2138.75
E09851,0,123,35.99,4426.77
E05538,2,177,34.75,6220.25
E03332,16,158,23.25,4045.5
E00857,9,140,33.86,5045.14
E03399,17,144,29.73,4786.53
E04342,12,145,13.13,2061.41
E01655,9,153,38.17,6183.54
E04653,14,180,27.93,5418.42
E07451,1,125,47.58,5995.08
E02687,12,172,29.95,5510.8
E01612,12,167,23.34,4177.86
E00690,16,166,18.27,3325.14
E03909,10,138,42.04,6221.92
E09439,14,159,16.58,2868.34
E03388,13,155,26.9,4519.2
E00216,15,164,29.24,5233.96
E09532,9,170,30.07,5382.53
E02703,5,147,18.88,2869.76
E09852,13,173,26.97,5016.42
E00146,12,132,40.14,5780.16
E02301,3,171,15.04,2616.96
E07245,16,179,33.45,6522.75
E01160,8,156,44.91,7365.24
E01829,11,129,39.3,5502.0
E03845,1,169,23.64,4018.8
E04105,8,139,29.04,4268.88
E04472,19,135,39.26,6046.04
E07133,11,165,10.28,1809.28
E05671,12,150,49.0,7938.0
E04287,19,179,46.14,9135.72
E07627,11,155,10.3,1709.8
E06226,7,172,11.51,2060.29
E03923,0,177,34.28,6067.56
E07235,1,174,26.32,4606.0
E07889,2,163,27.3,4504.5
E04295,11,179,41.78,7938.2
E06683,17,143,15.6,2496.0
E02331,2,127,23.89,3081.81
E04836,10,154,23.32,3824.48
E06105,1,137,29.87,4122.06
E04337,17,135,18.99,2886.48
E03821,5,157,46.25,7492.5
E01846,17,170,34.75,6498.25
E03902,4,127,12.23,1602.13
E04987,14,156,48.76,8289.2
E05435,17,146,15.8,2575.4
E07605,19,136,19.48,3019.4
E00188,19,120,32.06,4456.34
E04876,4,180,28.74,5288.16
E07525,1,130,12.08,1582.48
E02848,14,151,39.09,6449.85
E08455,20,132,25.95,3944.4
E08180,1,153,26.69,4110.26
E07639,13,162,32.75,5731.25
E07530,17,145,28.33,4589.46
E05427,18,172,19.21,3649.9
E09661,18,124,40.56,5759.52
E05834,17,127,20.95,3016.8
E02786,16,141,36.03,5656.71
E09118,15,120,49.45,6675.75
E01445,17,138,20.94,3245.7
E05870,1,137,13.09,1806.42
E05253,17,158,36.17,6329.75
E01062,9,173,46.64,8488.48
E01298,6,132,20.46,2823.48
E06060,20,142,17.36,2812.32
E04706,9,131,46.37,6491.8
E08598,2,162,11.24,1843.36
E08081,0,126,34.43,4338.18
E08827,0,147,35.6,5233.2
E09917,15,121,27.13,3689.68
E08813,8,158,18.22,3024.52
E00370,15,144,37.76,6003.84
E06915,9,172,22.43,4059.83
E06965,6,172,43.13,7677.14
E04731,8,160,38.19,6415.92
E09844,19,149,39.39,6617.52
E09296,5,155,38.68,6188.8
E05718,11,171,29.63,5392.66
E05397,14,153,28.63,4781.21
E02001,13,152,26.92,4441.8
E00025,5,155,38.9,6224.0
E08244,17,180,38.4,7564.8
E03514,16,154,43.99,7478.3
E04405,4,176,49.43,8897.4
E05122,10,174,30.72,5652.48
E00348,16,179,23.08,4500.6
E00344,11,151,35.39,5733.18
E00729,0,120,21.15,2538.0
E09642,15,124,47.71,6631.69
E03957,1,154,47.58,7374.9
E05359,11,131,27.23,3866.66
E05839,0,157,43.64,6851.48
E01507,4,158,12.06,1953.72
E09738,4,136,25.71,3599.4
E08416,1,165,35.07,5821.62
E00744,4,156,33.89,5422.4
E03911,6,132,33.66,4645.08
E03798,18,144,32.54,5271.48
E06256,18,170,35.2,6617.6
E04249,5,158,23.49,3828.87
E05569,4,157,19.72,3174.92
E08738,17,166,24.56,4494.48
E02030,8,170,32.57,5797.46
E06124,15,124,45.78,6363.42
E08748,6,123,14.34,1849.86
E06244,19,153,20.87,3589.64
E09529,7,133,48.89,6844.6
E01456,11,163,45.91,7988.34
E02930,9,143,46.53,7072.56
E08921,16,120,44.22,6013.92
E04968,17,172,16.51,3120.39
E07080,17,161,25.54,4546.12
E06882,15,155,20.56,3495.2
E08688,18,155,29.52,5106.96
E01842,9,171,47.98,8636.4
E01060,14,129,25.38,3629.34
E07681,17,120,47.16,6460.92
E08246,3,129,40.87,5394.84
E02696,4,127,20.81,2726.11
E04774,15,164,36.06,6454.74
E05540,14,174,49.51,9307.88
E07408,14,120,19.24,2578.16
E04431,1,163,20.26,3322.64
E05702,9,127,18.94,2575.84
E00925,16,132,16.3,2412.4
E08039,0,169,46.29,7823.01
E05251,16,145,43.21,6956.81
E02185,13,139,40.49,6154.48
E05795,2,174,32.77,5767.52
E00806,3,120,32.02,3938.46
E09494,16,131,17.82,2619.54
E02675,7,154,14.86,2392.46
E03902,19,132,12.23,1846.73
E03487,13,173,27.42,5100.12
E02739,3,141,11.0,1584.0
E02462,6,156,33.87,5486.94
E02522,7,159,21.47,3564.02
E07014,6,168,26.89,4678.86
E02890,7,178,30.67,5673.95
E09808,20,128,34.48,5103.04
E04227,1,166,31.23,5215.41
E01709,6,148,17.79,2739.66
E09487,2,164,20.74,3442.84
E04790,8,174,41.32,7520.24
E07307,6,161,23.72,3961.24
E04921,12,141,37.43,5726.79
E01394,18,144,13.12,2125.44
E01631,2,149,43.24,6529.24
E08506,0,147,13.79,2027.13
E03358,2,129,33.25,4355.75
E08236,0,132,26.97,3560.04
E02084,15,161,43.84,7715.84
E06653,3,148,16.05,2423.55
E05432,13,122,20.89,2820.15
E08765,17,131,48.81,7223.88
E03395,5,145,18.6,2790.0
E01949,0,131,36.59,4793.29
E02564,1,138,23.01,3198.39
E04987,5,176,48.76,8825.56
E03039,6,135,29.86,4210.26
E07031,13,150,30.36,4948.68
E00262,2,130,12.7,1676.4
E04691,13,138,19.95,3012.45
E05909,4,137,25.5,3595.5
E00389,15,123,37.0,5106.0
E04925,15,175,39.24,7455.6
E06323,4,141,31.44,4558.8
E03353,8,127,14.71,1985.85
E03164,9,124,18.43,2451.19
E03765,6,152,13.32,2104.56
E03538,6,136,25.7,3649.4
E05139,12,174,34.2,6361.2
E08162,16,160,31.52,5547.52
E01424,12,177,43.18,8161.02
E00217,19,174,17.27,3333.11
E04370,17,133,21.5,3225.0
E04710,13,176,35.76,6758.64
E00350,3,174,42.89,7591.53
E04018,18,163,26.38,4774.78
E02833,3,121,32.53,4033.72
E02232,0,175,48.26,8445.5
E06937,15,147,20.91,3387.42
E04670,17,135,33.09,5029.68
E01174,12,121,14.02,1864.66
E08825,9,128,26.88,3682.56
E06253,2,149,37.08,5599.08
E03424,14,175,14.01,2647.89
E00924,2,172,26.92,4684.08
E01537,0,128,32.9,4211.2
E03627,2,164,40.33,6694.78
E07390,4,124,25.37,3247.36
E03359,9,177,43.62,8113.32
E06237,14,141,38.38,5948.9
E03110,4,180,29.53,5433.52
E05951,6,145,46.41,7007.91
E04169,0,120,40.64,4876.8
E03736,9,179,10.05,1889.4
E05493,14,140,21.71,3343.34
E02596,0,135,11.22,1514.7
E07181,1,164,35.07,5786.55
E05938,16,128,23.71,3414.24
E07767,11,150,47.82,7699.02
E05639,17,145,38.46,6230.52
E02185,3,140,40.49,5790.07
E01590,7,143,13.68,2052.0
E00717,16,123,11.74,1631.86
E08653,3,152,49.04,7601.2
E01128,18,150,23.44,3937.92
E04228,8,165,33.51,5797.23
E00068,5,129,19.75,2646.5
E07405,17,171,26.56,4993.28
E01730,13,120,45.95,6111.35
E02770,3,140,39.87,5701.41
E06436,3,141,39.02,5618.88
E09679,14,174,21.22,3989.36
E08191,3,174,43.77,7747.29
E06480,7,151,11.52,1820.16
E00527,8,164,15.91,2736.52
E05571,14,179,39.88,7696.84
E03822,0,153,48.64,7441.92
E09566,1,137,33.84,4669.92
E02236,16,143,40.56,6449.04
E06487,14,166,30.75,5535.0
E01523,10,127,48.23,6607.51
E09161,7,125,27.93,3686.76
E08446,7,148,46.35,7184.25
E05782,9,143,32.49,4938.48
E03353,17,170,14.71,2750.77
E04839,18,173,24.29,4639.39
E03890,14,135,20.34,3030.66
E08753,1,148,38.17,5687.33
E09406,17,151,38.79,6516.72
E01671,8,157,48.05,7928.25
E05030,9,177,31.78,5911.08
E07020,7,160,39.74,6636.58
E08855,12,140,16.29,2476.08
E03285,3,143,16.44,2400.24
E04253,2,179,24.55,4443.55
E07714,1,154,48.78,7560.9
E07794,19,128,14.05,2065.35
E06013,16,160,21.16,3724.16
E00158,6,142,45.51,6735.48
E02609,5,173,26.99,4804.22
E05691,1,165,37.13,6163.58
E04403,2,129,44.89,5880.59
E00414,19,176,34.71,6768.45
E09704,11,163,19.64,3417.36
E06740,2,169,45.0,7695.0
E07059,17,144,28.08,4520.88
E06216,6,177,12.38,2265.54
E08648,0,126,38.97,4910.22
E04695,9,139,35.47,5249.56
E00447,7,137,44.58,6419.52
E02219,8,167,45.26,7920.5
E03798,17,155,32.54,5596.88
E00272,13,138,24.49,3697.99
E04733,13,145,39.17,6188.86
E08708,18,138,15.48,2414.88
E05402,0,141,48.67,6862.47
E05785,5,164,47.64,8051.16
E07105,18,142,43.39,6942.4
E03737,13,173,40.61,7553.46
E00370,10,166,37.76,6645.76
E04910,18,172,33.34,6334.6
E09435,17,122,10.48,1456.72
E01051,8,146,37.92,5839.68
E02719,9,155,37.57,6161.48
E00431,12,145,20.29,3185.53
E09195,3,154,34.34,5391.38
E01185,4,172,21.4,3766.4
E08126,14,163,13.66,2417.82
E09590,15,123,12.82,1769.16
E05620,19,152,25.59,4375.89
E04699,14,154,23.26,3907.68
E02221,20,164,23.07,4244.88
E04993,12,148,20.22,3235.2
E01703,8,144,24.41,3710.32
E08245,19,167,34.15,6351.9
E06615,5,132,35.67,4886.79
E00933,11,161,27.07,4656.04
E09701,20,159,30.62,5480.98
E05511,20,150,22.28,3787.6
E03919,2,154,10.39,1620.84
E02521,8,163,45.38,7759.98
E01888,4,143,31.86,4683.42
E09506,18,141,15.99,2542.41
E01010,12,163,14.19,2483.25
E04234,18,156,23.68,4120.32
E00037,15,131,27.05,3949.3
E00142,15,125,21.87,3061.8
E08449,1,162,28.06,4573.78
E05637,16,139,39.51,6124.05
E01129,4,164,26.37,4430.16
E06130,9,149,38.72,6117.76
E06775,0,134,28.51,3820.34
E09867,9,130,14.51,2016.89
E05391,7,156,32.82,5349.66
E06249,9,180,42.29,7992.81
E02326,7,166,39.59,6849.07
E09142,14,170,29.68,5461.12
E07115,11,161,42.83,7366.76
E03926,9,138,24.79,3644.13
E09696,6,138,25.32,3646.08
E01371,13,125,49.29,6802.02
E04180,7,161,41.05,6896.4
