Order ID,Production Start Date,Completion Date,Delays (days),Issues
O004514,2023-04-19,2023-04-24,1,None
O004515,2023-04-30,2023-05-09,0,Material Shortage
O004516,2023-09-29,2023-10-08,4,Material Shortage
O004517,2023-11-01,2023-11-04,1,None
O004518,2023-08-09,2023-08-10,2,Quality Issue
O004519,2023-01-21,2023-01-30,1,Material Shortage
O004520,2023-02-08,2023-02-10,0,None
O004521,2023-02-08,2023-02-15,0,Machine Breakdown
O004522,2023-12-13,2023-12-21,1,Material Shortage
O004523,2023-09-18,2023-09-24,0,Machine Breakdown
O004524,2023-09-02,2023-09-03,3,None
O004525,2023-01-29,2023-01-30,4,Machine Breakdown
O004526,2023-01-22,2023-01-26,2,None
O004527,2023-03-03,2023-03-13,1,None
O004528,2023-07-19,2023-07-29,4,None
O004529,2023-12-13,2023-12-18,4,Material Shortage
O004530,2023-05-04,2023-05-06,0,Machine Breakdown
O004531,2023-04-29,2023-05-03,2,Quality Issue
O004532,2023-09-02,2023-09-12,1,Material Shortage
O004533,2023-06-26,2023-06-27,2,Quality Issue
O004534,2023-10-08,2023-10-11,3,Material Shortage
O004535,2023-12-10,2023-12-14,1,Quality Issue
O004536,2023-02-02,2023-02-11,1,None
O004537,2023-04-12,2023-04-21,2,Material Shortage
O004538,2023-04-24,2023-05-03,0,Material Shortage
O004539,2023-04-17,2023-04-22,0,None
O004540,2023-06-28,2023-06-30,1,Material Shortage
O004541,2023-11-27,2023-12-04,3,None
O004542,2023-11-03,2023-11-12,0,None
O004543,2023-10-26,2023-10-27,2,None
O004544,2023-03-03,2023-03-06,1,Material Shortage
O004545,2023-08-12,2023-08-20,2,Machine Breakdown
O004546,2023-11-16,2023-11-23,1,Quality Issue
O004547,2023-11-28,2023-12-01,4,Machine Breakdown
O004548,2023-12-08,2023-12-16,1,None
O004549,2023-08-24,2023-08-29,1,Quality Issue
O004550,2023-12-22,2024-01-01,4,Machine Breakdown
O004551,2023-09-06,2023-09-07,1,None
O004552,2023-06-25,2023-06-27,3,Quality Issue
O004553,2023-05-26,2023-05-31,3,None
O004554,2023-12-26,2023-12-27,0,Machine Breakdown
O004555,2023-05-22,2023-05-25,3,Material Shortage
O004556,2023-07-24,2023-07-31,1,Quality Issue
O004557,2023-07-29,2023-08-08,3,Quality Issue
O004558,2023-02-09,2023-02-11,0,Material Shortage
O004559,2023-06-09,2023-06-11,1,None
O004560,2023-02-14,2023-02-15,0,Quality Issue
O004561,2023-12-12,2023-12-22,0,Quality Issue
O004562,2023-10-27,2023-10-31,3,Quality Issue
O004563,2023-06-10,2023-06-17,4,Machine Breakdown
O004564,2023-03-27,2023-03-28,2,Machine Breakdown
O004565,2023-12-15,2023-12-25,4,Quality Issue
O004566,2023-05-11,2023-05-18,3,Quality Issue
O004567,2023-07-16,2023-07-19,4,Machine Breakdown
O004568,2023-07-17,2023-07-18,3,Quality Issue
O004569,2023-04-20,2023-04-29,0,Material Shortage
O004570,2023-12-03,2023-12-08,2,None
O004571,2023-09-02,2023-09-03,0,Material Shortage
O004572,2023-09-24,2023-09-27,3,Quality Issue
O004573,2023-03-12,2023-03-15,3,Machine Breakdown
O004574,2023-09-21,2023-09-29,2,Material Shortage
O004575,2023-01-17,2023-01-18,3,Material Shortage
O004576,2023-08-23,2023-08-24,3,None
O004577,2023-01-11,2023-01-20,0,Quality Issue
O004578,2023-09-21,2023-09-25,2,None
O004579,2023-12-09,2023-12-17,1,Machine Breakdown
O004580,2023-01-04,2023-01-11,1,Machine Breakdown
O004581,2023-03-08,2023-03-16,2,Material Shortage
O004582,2023-11-05,2023-11-15,4,Machine Breakdown
O004583,2023-09-15,2023-09-18,0,Machine Breakdown
O004584,2023-12-26,2023-12-28,4,Quality Issue
O004585,2023-03-10,2023-03-14,0,Material Shortage
O004586,2023-10-04,2023-10-08,1,Material Shortage
O004587,2023-04-08,2023-04-15,2,Quality Issue
O004588,2023-11-04,2023-11-14,1,Material Shortage
O004589,2023-12-15,2023-12-22,4,Quality Issue
O004590,2023-05-25,2023-06-04,3,None
O004591,2023-04-05,2023-04-08,3,Quality Issue
O004592,2023-07-18,2023-07-27,4,Material Shortage
O004593,2023-08-23,2023-08-27,1,None
O004594,2023-02-12,2023-02-16,2,Machine Breakdown
O004595,2023-04-09,2023-04-14,1,Material Shortage
O004596,2023-01-04,2023-01-11,3,Machine Breakdown
O004597,2023-10-18,2023-10-28,0,Quality Issue
O004598,2023-04-14,2023-04-24,1,Material Shortage
O004599,2023-05-15,2023-05-24,3,Material Shortage
O004600,2023-01-25,2023-01-28,4,Material Shortage
O004601,2023-02-08,2023-02-11,1,None
O004602,2023-12-14,2023-12-19,1,Material Shortage
O004603,2023-06-29,2023-06-30,2,Quality Issue
O004604,2023-12-18,2023-12-28,4,Material Shortage
O004605,2023-10-31,2023-11-08,4,Machine Breakdown
O004606,2023-08-18,2023-08-22,1,None
O004607,2024-01-03,2024-01-05,0,Machine Breakdown
O004608,2023-12-18,2023-12-27,2,Material Shortage
O004609,2023-09-17,2023-09-18,3,None
O004610,2023-02-01,2023-02-08,3,Quality Issue
O004611,2023-12-24,2024-01-02,1,Quality Issue
O004612,2023-07-20,2023-07-27,0,None
O004613,2023-01-15,2023-01-20,0,Machine Breakdown
O004614,2023-06-21,2023-06-27,0,Machine Breakdown
O004615,2023-09-06,2023-09-11,3,None
O004616,2023-04-22,2023-04-30,3,Machine Breakdown
O004617,2023-12-04,2023-12-05,1,Quality Issue
O004618,2023-06-19,2023-06-24,1,Machine Breakdown
O004619,2023-11-13,2023-11-18,1,Machine Breakdown
O004620,2023-09-04,2023-09-12,4,Machine Breakdown
O004621,2023-09-11,2023-09-15,3,Material Shortage
O004622,2023-07-24,2023-07-25,4,None
O004623,2023-05-25,2023-05-27,3,None
O004624,2023-08-16,2023-08-18,2,None
O004625,2023-11-13,2023-11-21,0,None
O004626,2023-07-16,2023-07-18,0,Material Shortage
O004627,2023-10-02,2023-10-08,1,Quality Issue
O004628,2023-12-10,2023-12-15,2,Material Shortage
O004629,2023-08-12,2023-08-18,4,Machine Breakdown
O004630,2023-09-21,2023-09-25,2,None
O004631,2023-09-30,2023-10-05,3,None
O004632,2023-11-02,2023-11-09,2,Material Shortage
O004633,2023-03-28,2023-04-04,1,Machine Breakdown
O004634,2023-03-10,2023-03-12,2,Material Shortage
O004635,2023-07-17,2023-07-26,0,None
O004636,2023-04-24,2023-05-04,1,Quality Issue
O004637,2023-04-15,2023-04-23,4,Machine Breakdown
O004638,2023-04-23,2023-04-25,0,Quality Issue
O004639,2023-01-28,2023-02-06,2,Machine Breakdown
O004640,2023-01-11,2023-01-20,4,Quality Issue
O004641,2023-09-22,2023-10-02,3,None
O004642,2023-01-10,2023-01-20,1,Machine Breakdown
O004643,2023-10-08,2023-10-10,3,Quality Issue
O004644,2023-08-05,2023-08-08,4,None
O004645,2023-07-22,2023-07-28,3,Quality Issue
O004646,2023-03-02,2023-03-07,2,Quality Issue
O004647,2023-07-27,2023-07-29,3,Machine Breakdown
O004648,2023-05-10,2023-05-11,2,Machine Breakdown
O004649,2023-03-15,2023-03-23,1,Quality Issue
O004650,2023-09-07,2023-09-11,1,Quality Issue
O004651,2023-06-17,2023-06-19,4,Quality Issue
O004652,2023-02-20,2023-02-23,4,None
O004653,2023-03-04,2023-03-12,0,None
O004654,2023-12-17,2023-12-19,4,Machine Breakdown
O004655,2023-11-22,2023-11-28,4,Quality Issue
O004656,2023-07-17,2023-07-23,1,Machine Breakdown
O004657,2023-05-18,2023-05-21,3,None
O004658,2023-03-14,2023-03-20,1,Machine Breakdown
O004659,2023-01-17,2023-01-20,3,Machine Breakdown
O004660,2023-04-08,2023-04-18,1,Quality Issue
O004661,2023-08-01,2023-08-03,1,Machine Breakdown
O004662,2023-02-03,2023-02-05,3,Quality Issue
O004663,2023-04-07,2023-04-14,4,Quality Issue
O004664,2023-06-20,2023-06-21,3,Quality Issue
O004665,2023-11-09,2023-11-15,0,None
O004666,2023-03-16,2023-03-25,2,Machine Breakdown
O004667,2023-02-28,2023-03-01,3,Machine Breakdown
O004668,2023-07-31,2023-08-08,4,Material Shortage
O004669,2023-12-27,2024-01-04,0,Material Shortage
O004670,2023-03-28,2023-04-04,1,Quality Issue
O004671,2023-11-29,2023-12-01,1,Machine Breakdown
O004672,2023-07-08,2023-07-13,4,Machine Breakdown
O004673,2023-02-01,2023-02-10,3,Quality Issue
O004674,2023-08-24,2023-08-31,1,Material Shortage
O004675,2023-10-12,2023-10-19,2,Material Shortage
O004676,2023-12-13,2023-12-17,4,Material Shortage
O004677,2023-04-14,2023-04-18,0,None
O004678,2023-10-02,2023-10-05,4,Quality Issue
O004679,2023-03-08,2023-03-18,1,Machine Breakdown
O004680,2023-03-27,2023-03-30,2,None
O004681,2023-06-08,2023-06-13,0,Quality Issue
O004682,2023-10-18,2023-10-22,4,Quality Issue
O004683,2023-03-11,2023-03-20,4,None
O004684,2023-03-22,2023-03-26,0,Material Shortage
O004685,2023-06-30,2023-07-02,1,None
O004686,2023-04-30,2023-05-05,2,Quality Issue
O004687,2023-11-08,2023-11-14,0,Machine Breakdown
O004688,2023-08-24,2023-08-27,1,Material Shortage
O004689,2023-01-09,2023-01-15,2,Quality Issue
O004690,2023-03-20,2023-03-29,0,Quality Issue
O004691,2023-05-23,2023-05-27,3,Material Shortage
O004692,2023-06-14,2023-06-17,4,Material Shortage
O004693,2023-06-22,2023-06-29,1,Quality Issue
O004694,2023-04-05,2023-04-13,1,Machine Breakdown
O004695,2023-07-20,2023-07-24,0,None
O004696,2023-03-28,2023-04-02,1,None
O004697,2023-04-30,2023-05-04,1,None
O004698,2023-09-30,2023-10-08,1,None
O004699,2023-06-17,2023-06-22,3,Machine Breakdown
O004700,2023-01-03,2023-01-05,4,Machine Breakdown
O004701,2023-03-14,2023-03-16,4,Material Shortage
O004702,2023-08-22,2023-08-28,0,Machine Breakdown
O004703,2023-08-29,2023-08-31,0,Material Shortage
O004704,2023-11-09,2023-11-13,1,Material Shortage
O004705,2023-04-27,2023-05-07,4,Material Shortage
O004706,2023-01-24,2023-01-26,3,None
O004707,2023-05-01,2023-05-11,1,None
O004708,2023-12-14,2023-12-18,3,Quality Issue
O004709,2023-09-16,2023-09-21,1,Machine Breakdown
O004710,2023-03-13,2023-03-21,3,None
O004711,2023-12-05,2023-12-07,0,Quality Issue
O004712,2023-10-08,2023-10-14,1,Quality Issue
O004713,2023-10-10,2023-10-19,2,Material Shortage
O004714,2023-05-31,2023-06-09,0,Material Shortage
O004715,2023-04-26,2023-04-30,3,Machine Breakdown
O004716,2023-09-27,2023-10-02,3,None
O004717,2023-06-26,2023-07-01,1,Machine Breakdown
O004718,2023-03-12,2023-03-21,3,Machine Breakdown
O004719,2023-08-15,2023-08-19,2,Quality Issue
O004720,2023-07-04,2023-07-12,1,Quality Issue
O004721,2023-12-23,2023-12-30,3,None
O004722,2023-08-12,2023-08-14,2,Material Shortage
O004723,2023-05-11,2023-05-17,0,Quality Issue
O004724,2023-11-29,2023-12-07,1,Machine Breakdown
O004725,2023-12-16,2023-12-17,2,None
O004726,2023-02-20,2023-02-22,1,None
O004727,2023-02-27,2023-03-02,0,Quality Issue
O004728,2023-04-04,2023-04-14,4,None
O004729,2023-10-04,2023-10-06,2,Machine Breakdown
O004730,2023-06-17,2023-06-21,0,None
O004731,2023-01-02,2023-01-12,2,Machine Breakdown
O004732,2023-04-02,2023-04-09,4,Machine Breakdown
O004733,2023-10-30,2023-11-05,4,None
O004734,2023-12-15,2023-12-17,0,None
O004735,2023-01-07,2023-01-16,0,None
O004736,2023-08-02,2023-08-09,0,Material Shortage
O004737,2023-12-29,2024-01-06,2,Machine Breakdown
O004738,2023-07-20,2023-07-30,2,Quality Issue
O004739,2023-03-16,2023-03-24,4,Machine Breakdown
O004740,2023-05-05,2023-05-11,2,Quality Issue
O004741,2023-05-13,2023-05-14,1,Machine Breakdown
O004742,2023-06-26,2023-07-01,0,Material Shortage
O004743,2023-02-04,2023-02-13,3,None
O004744,2023-02-01,2023-02-07,0,None
O004745,2023-07-24,2023-07-28,2,Material Shortage
O004746,2023-05-22,2023-05-30,1,None
O004747,2023-10-12,2023-10-19,1,Material Shortage
O004748,2023-10-02,2023-10-12,2,Machine Breakdown
O004749,2023-03-13,2023-03-22,1,Machine Breakdown
O004750,2023-07-06,2023-07-15,4,None
O004751,2023-10-02,2023-10-06,2,Machine Breakdown
O004752,2023-08-18,2023-08-26,2,Machine Breakdown
O004753,2023-06-20,2023-06-22,4,None
O004754,2023-06-09,2023-06-12,1,None
O004755,2023-06-13,2023-06-17,2,Machine Breakdown
O004756,2023-09-24,2023-09-25,0,Machine Breakdown
O004757,2023-02-10,2023-02-19,0,Material Shortage
O004758,2023-02-25,2023-02-27,4,Machine Breakdown
O004759,2023-03-23,2023-03-24,2,None
O004760,2023-11-09,2023-11-14,4,Material Shortage
O004761,2023-09-14,2023-09-19,3,Material Shortage
O004762,2023-02-09,2023-02-14,0,Material Shortage
O004763,2023-02-16,2023-02-23,4,Quality Issue
O004764,2023-12-03,2023-12-11,3,Material Shortage
O004765,2023-03-05,2023-03-07,0,Quality Issue
O004766,2023-05-15,2023-05-17,3,Machine Breakdown
O004767,2023-10-22,2023-10-26,4,Material Shortage
O004768,2023-05-15,2023-05-18,4,None
O004769,2023-12-01,2023-12-03,4,Quality Issue
O004770,2023-01-17,2023-01-26,1,Quality Issue
O004771,2024-01-04,2024-01-12,2,Quality Issue
O004772,2023-01-30,2023-02-08,0,Machine Breakdown
O004773,2023-02-20,2023-02-27,4,None
O004774,2023-03-22,2023-03-29,4,Quality Issue
O004775,2023-01-17,2023-01-18,4,None
O004776,2023-06-21,2023-06-30,4,Quality Issue
O004777,2023-12-17,2023-12-22,1,None
O004778,2023-11-13,2023-11-21,2,None
O004779,2023-05-26,2023-06-03,3,Quality Issue
O004780,2023-10-21,2023-10-28,0,Material Shortage
O004781,2023-03-12,2023-03-16,4,Quality Issue
O004782,2023-09-22,2023-09-29,2,Material Shortage
O004783,2023-12-31,2024-01-08,4,Material Shortage
O004784,2023-09-30,2023-10-03,3,Quality Issue
O004785,2023-01-14,2023-01-19,2,Material Shortage
O004786,2023-07-23,2023-07-25,4,Material Shortage
O004787,2023-08-05,2023-08-06,0,Material Shortage
O004788,2023-04-23,2023-05-01,2,Material Shortage
O004789,2023-09-02,2023-09-07,0,Quality Issue
O004790,2023-06-03,2023-06-04,0,Quality Issue
O004791,2023-08-29,2023-09-06,4,Material Shortage
O004792,2023-10-06,2023-10-10,1,None
O004793,2023-10-14,2023-10-18,4,None
O004794,2023-07-31,2023-08-01,3,Quality Issue
O004795,2023-06-02,2023-06-03,0,Quality Issue
O004796,2023-07-04,2023-07-10,0,Material Shortage
O004797,2023-08-17,2023-08-24,1,Quality Issue
O004798,2023-06-18,2023-06-23,3,Quality Issue
O004799,2023-10-10,2023-10-12,2,Quality Issue
O004800,2023-02-21,2023-03-03,4,Material Shortage
O004801,2023-11-25,2023-11-30,1,Machine Breakdown
O004802,2023-03-21,2023-03-22,2,Quality Issue
O004803,2023-02-28,2023-03-06,0,None
O004804,2023-07-15,2023-07-19,1,Machine Breakdown
O004805,2023-08-06,2023-08-15,0,Quality Issue
O004806,2023-07-23,2023-07-30,4,None
O004807,2023-03-04,2023-03-05,0,Machine Breakdown
O004808,2023-10-04,2023-10-11,3,Quality Issue
O004809,2023-03-27,2023-04-05,4,Material Shortage
O004810,2023-07-23,2023-08-01,0,Machine Breakdown
O004811,2023-12-31,2024-01-01,3,None
O004812,2023-07-08,2023-07-14,1,Material Shortage
O004813,2023-07-06,2023-07-10,1,Quality Issue
O004814,2023-12-01,2023-12-02,4,Material Shortage
O004815,2023-09-25,2023-09-30,2,None
O004816,2023-11-24,2023-11-25,2,Material Shortage
O004817,2023-12-20,2023-12-24,2,Quality Issue
O004818,2023-06-14,2023-06-16,3,None
O004819,2023-06-12,2023-06-13,1,Machine Breakdown
O004820,2023-07-08,2023-07-16,3,None
O004821,2023-09-21,2023-09-29,3,None
O004822,2023-02-12,2023-02-22,2,Machine Breakdown
O004823,2023-10-12,2023-10-16,0,Material Shortage
O004824,2023-11-11,2023-11-17,1,None
O004825,2023-12-10,2023-12-19,4,Machine Breakdown
O004826,2023-07-25,2023-08-01,4,None
O004827,2023-02-03,2023-02-07,0,Material Shortage
O004828,2023-04-06,2023-04-14,1,Quality Issue
O004829,2023-03-10,2023-03-15,2,Machine Breakdown
O004830,2023-09-28,2023-10-01,2,Machine Breakdown
O004831,2023-01-18,2023-01-24,4,None
O004832,2023-02-25,2023-03-02,2,Machine Breakdown
O004833,2023-12-16,2023-12-26,2,Quality Issue
O004834,2023-11-16,2023-11-23,3,Quality Issue
O004835,2023-04-28,2023-05-07,3,Quality Issue
O004836,2023-05-25,2023-05-27,2,Machine Breakdown
O004837,2023-03-31,2023-04-02,2,Material Shortage
O004838,2023-12-15,2023-12-20,2,Machine Breakdown
O004839,2024-01-02,2024-01-08,1,None
O004840,2023-01-26,2023-01-31,4,Quality Issue
O004841,2023-05-09,2023-05-10,3,Machine Breakdown
O004842,2023-03-06,2023-03-09,4,Machine Breakdown
O004843,2023-04-08,2023-04-16,4,Material Shortage
O004844,2023-05-16,2023-05-22,1,None
O004845,2023-08-08,2023-08-15,1,Material Shortage
O004846,2023-07-20,2023-07-30,0,Machine Breakdown
O004847,2023-12-02,2023-12-04,1,Material Shortage
O004848,2023-01-12,2023-01-18,3,Machine Breakdown
O004849,2023-07-13,2023-07-17,2,Material Shortage
O004850,2023-11-24,2023-11-26,4,Quality Issue
O004851,2023-10-17,2023-10-21,0,Quality Issue
O004852,2023-03-28,2023-04-07,2,Machine Breakdown
O004853,2023-06-27,2023-06-29,1,Quality Issue
O004854,2023-03-03,2023-03-06,4,Quality Issue
O004855,2023-05-25,2023-05-26,4,Material Shortage
O004856,2023-06-01,2023-06-08,4,Machine Breakdown
O004857,2023-02-15,2023-02-19,4,Quality Issue
O004858,2023-06-05,2023-06-09,4,Material Shortage
O004859,2023-04-18,2023-04-26,2,Material Shortage
O004860,2023-05-19,2023-05-25,4,Quality Issue
O004861,2023-12-21,2023-12-30,4,Material Shortage
O004862,2023-08-14,2023-08-21,2,Machine Breakdown
O004863,2023-01-24,2023-01-27,3,Quality Issue
O004864,2023-06-16,2023-06-23,2,Material Shortage
O004865,2023-09-11,2023-09-12,2,Machine Breakdown
O004866,2023-12-31,2024-01-06,1,Machine Breakdown
O004867,2023-04-23,2023-05-01,3,Quality Issue
O004868,2023-02-28,2023-03-10,2,None
O004869,2023-04-08,2023-04-13,2,Machine Breakdown
O004870,2023-06-10,2023-06-20,3,Machine Breakdown
O004871,2023-07-28,2023-08-07,3,Machine Breakdown
O004872,2023-10-01,2023-10-09,0,Quality Issue
O004873,2023-03-13,2023-03-21,1,Material Shortage
O004874,2023-12-15,2023-12-23,3,Machine Breakdown
O004875,2023-03-24,2023-03-25,0,Quality Issue
O004876,2023-05-05,2023-05-13,3,None
O004877,2023-02-15,2023-02-23,2,Quality Issue
O004878,2023-06-05,2023-06-14,4,Quality Issue
O004879,2023-09-18,2023-09-27,0,Machine Breakdown
O004880,2023-11-28,2023-12-04,4,Machine Breakdown
O004881,2023-01-05,2023-01-10,0,Material Shortage
O004882,2023-07-06,2023-07-13,4,Machine Breakdown
O004883,2023-06-17,2023-06-22,2,None
O004884,2023-04-26,2023-05-06,2,Quality Issue
O004885,2023-12-11,2023-12-17,4,Quality Issue
O004886,2023-12-25,2023-12-30,3,Quality Issue
O004887,2023-11-19,2023-11-28,4,None
O004888,2023-05-20,2023-05-29,4,None
O004889,2023-08-24,2023-09-02,3,None
O004890,2023-12-03,2023-12-06,3,Material Shortage
O004891,2023-09-13,2023-09-20,2,None
O004892,2023-02-27,2023-03-02,1,Quality Issue
O004893,2023-02-23,2023-02-24,1,Material Shortage
O004894,2023-01-31,2023-02-03,4,Material Shortage
O004895,2023-04-12,2023-04-18,1,Machine Breakdown
O004896,2023-11-30,2023-12-08,4,Quality Issue
O004897,2023-08-19,2023-08-21,4,None
O004898,2023-07-20,2023-07-30,0,None
O004899,2023-10-25,2023-10-28,4,None
O004900,2023-10-22,2023-11-01,0,Material Shortage
O004901,2023-01-12,2023-01-16,4,Material Shortage
O004902,2023-04-15,2023-04-24,4,Machine Breakdown
O004903,2023-06-27,2023-07-03,0,Machine Breakdown
O004904,2023-10-04,2023-10-11,1,Machine Breakdown
O004905,2023-07-04,2023-07-05,4,Machine Breakdown
O004906,2023-04-09,2023-04-18,4,Quality Issue
O004907,2023-09-15,2023-09-24,3,None
O004908,2023-08-27,2023-09-05,3,Quality Issue
O004909,2023-09-27,2023-10-06,0,Material Shortage
O004910,2023-04-01,2023-04-11,0,Quality Issue
O004911,2023-10-15,2023-10-18,2,None
O004912,2023-01-30,2023-02-03,1,Machine Breakdown
O004913,2023-10-05,2023-10-06,0,Machine Breakdown
O004914,2023-03-27,2023-04-01,3,Machine Breakdown
O004915,2023-08-01,2023-08-07,0,None
O004916,2023-02-04,2023-02-09,4,Quality Issue
O004917,2023-09-19,2023-09-27,4,Machine Breakdown
O004918,2023-08-22,2023-08-28,4,None
O004919,2023-02-11,2023-02-21,4,None
O004920,2023-01-13,2023-01-18,2,Quality Issue
O004921,2023-02-12,2023-02-13,4,Material Shortage
O004922,2023-05-27,2023-05-31,4,Quality Issue
O004923,2023-12-30,2024-01-03,1,None
O004924,2023-10-09,2023-10-19,1,Machine Breakdown
O004925,2023-08-20,2023-08-28,0,Material Shortage
O004926,2023-07-04,2023-07-10,0,Machine Breakdown
O004927,2023-09-28,2023-10-08,0,Quality Issue
O004928,2023-03-04,2023-03-08,4,Machine Breakdown
O004929,2023-05-31,2023-06-06,1,Material Shortage
O004930,2023-12-25,2023-12-30,4,Material Shortage
O004931,2023-03-23,2023-03-28,1,Material Shortage
O004932,2023-09-17,2023-09-26,1,None
O004933,2024-01-01,2024-01-05,1,Quality Issue
O004934,2023-09-22,2023-09-25,4,Material Shortage
O004935,2023-12-27,2024-01-02,4,None
O004936,2023-08-24,2023-08-30,2,Material Shortage
O004937,2023-03-28,2023-04-05,3,None
O004938,2023-07-12,2023-07-22,1,None
O004939,2023-08-17,2023-08-18,0,Material Shortage
O004940,2023-10-30,2023-10-31,1,Machine Breakdown
O004941,2023-11-12,2023-11-18,0,Material Shortage
O004942,2023-11-06,2023-11-13,1,Material Shortage
O004943,2023-12-10,2023-12-20,0,Material Shortage
O004944,2023-04-13,2023-04-15,2,None
O004945,2023-07-30,2023-08-09,2,Quality Issue
O004946,2023-02-25,2023-03-06,4,Machine Breakdown
O004947,2023-12-16,2023-12-23,4,None
O004948,2023-12-01,2023-12-06,1,Material Shortage
O004949,2023-11-02,2023-11-07,3,None
O004950,2023-05-05,2023-05-15,0,Material Shortage
O004951,2023-03-17,2023-03-21,1,None
O004952,2023-11-04,2023-11-10,1,Machine Breakdown
O004953,2023-11-28,2023-12-06,1,Quality Issue
O004954,2023-01-23,2023-01-24,2,None
O004955,2023-02-24,2023-03-06,3,Quality Issue
O004956,2023-05-06,2023-05-07,2,Material Shortage
O004957,2023-12-31,2024-01-01,2,Quality Issue
O004958,2023-03-24,2023-03-31,3,Material Shortage
O004959,2023-05-07,2023-05-12,4,Machine Breakdown
O004960,2023-08-26,2023-09-02,0,Material Shortage
O004961,2023-10-30,2023-11-08,0,None
O004962,2023-12-23,2023-12-29,1,Material Shortage
O004963,2023-06-20,2023-06-30,0,None
O004964,2023-07-15,2023-07-18,1,None
O004965,2023-11-19,2023-11-28,2,Material Shortage
O004966,2023-08-29,2023-09-02,4,Machine Breakdown
O004967,2023-07-20,2023-07-26,1,Machine Breakdown
O004968,2023-04-09,2023-04-15,1,Machine Breakdown
O004969,2023-01-30,2023-02-03,4,Material Shortage
O004970,2023-03-08,2023-03-12,4,Material Shortage
O004971,2023-04-08,2023-04-09,3,Quality Issue
O004972,2023-10-30,2023-11-09,2,Material Shortage
O004973,2023-09-15,2023-09-24,2,Quality Issue
O004974,2023-06-29,2023-07-08,4,None
O004975,2023-06-11,2023-06-19,2,Material Shortage
O004976,2023-04-09,2023-04-15,3,Material Shortage
O004977,2023-04-17,2023-04-23,4,Material Shortage
O004978,2023-01-15,2023-01-19,4,Machine Breakdown
O004979,2023-10-29,2023-10-31,4,Quality Issue
O004980,2023-06-17,2023-06-24,3,Machine Breakdown
O004981,2023-02-10,2023-02-17,1,None
O004982,2023-09-14,2023-09-19,1,Quality Issue
O004983,2023-01-05,2023-01-06,2,Machine Breakdown
O004984,2023-09-18,2023-09-27,4,Machine Breakdown
O004985,2023-06-16,2023-06-18,4,Machine Breakdown
O004986,2023-10-16,2023-10-26,3,Material Shortage
O004987,2023-02-16,2023-02-22,0,None
O004988,2023-05-29,2023-06-03,0,Material Shortage
O004989,2023-10-08,2023-10-17,1,None
O004990,2023-09-15,2023-09-25,2,Quality Issue
O004991,2023-05-09,2023-05-18,3,Machine Breakdown
O004992,2023-12-26,2024-01-05,0,Machine Breakdown
O004993,2023-12-18,2023-12-19,1,Material Shortage
O004994,2023-09-13,2023-09-19,3,Quality Issue
O004995,2023-10-27,2023-11-01,0,None
O004996,2023-11-02,2023-11-11,1,None
O004997,2023-03-04,2023-03-12,1,Machine Breakdown
O004998,2023-06-20,2023-06-21,3,None
O004999,2023-04-05,2023-04-08,1,Machine Breakdown
O005000,2023-10-29,2023-11-01,4,Material Shortage
O005001,2023-02-02,2023-02-09,0,Material Shortage
O005002,2023-03-24,2023-03-31,3,Quality Issue
O005003,2023-04-17,2023-04-19,0,Machine Breakdown
O005004,2023-05-10,2023-05-18,3,Quality Issue
O005005,2023-04-12,2023-04-18,2,Quality Issue
O005006,2023-08-27,2023-09-03,1,Quality Issue
O005007,2023-08-18,2023-08-19,0,Material Shortage
O005008,2023-12-01,2023-12-03,2,None
O005009,2023-08-14,2023-08-22,0,Material Shortage
O005010,2023-06-20,2023-06-28,4,Quality Issue
O005011,2023-12-13,2023-12-18,4,None
O005012,2023-02-13,2023-02-22,2,Machine Breakdown
O005013,2023-11-17,2023-11-23,4,Machine Breakdown
O005014,2023-11-15,2023-11-20,3,Material Shortage
O005015,2023-10-25,2023-10-26,2,Machine Breakdown
O005016,2023-05-31,2023-06-10,0,Machine Breakdown
O005017,2023-12-21,2023-12-30,4,Quality Issue
O005018,2023-09-12,2023-09-16,3,Quality Issue
O005019,2023-03-24,2023-03-30,3,Machine Breakdown
O005020,2023-10-03,2023-10-09,4,Quality Issue
O005021,2023-09-24,2023-09-27,1,None
O005022,2023-06-22,2023-07-01,3,Quality Issue
O005023,2023-08-01,2023-08-03,3,Machine Breakdown
O005024,2023-05-01,2023-05-03,3,Quality Issue
O005025,2023-10-30,2023-11-01,0,Machine Breakdown
O005026,2023-02-11,2023-02-14,1,None
O005027,2023-08-27,2023-09-02,1,Quality Issue
O005028,2023-06-21,2023-06-30,3,Material Shortage
O005029,2023-04-23,2023-05-03,2,Quality Issue
O005030,2023-01-24,2023-02-02,0,Material Shortage
O005031,2023-11-01,2023-11-07,3,None
O005032,2023-07-30,2023-07-31,0,Quality Issue
O005033,2023-09-18,2023-09-20,4,None
O005034,2023-01-29,2023-02-08,2,Material Shortage
O005035,2024-01-04,2024-01-09,2,Quality Issue
O005036,2023-10-14,2023-10-15,3,Material Shortage
O005037,2023-10-11,2023-10-20,2,Machine Breakdown
O005038,2023-08-12,2023-08-19,4,Quality Issue
O005039,2023-06-29,2023-07-09,1,Material Shortage
O005040,2023-04-25,2023-04-28,2,None
O005041,2023-03-22,2023-04-01,0,Machine Breakdown
O005042,2023-06-08,2023-06-12,3,Machine Breakdown
O005043,2023-06-09,2023-06-19,2,Material Shortage
O005044,2023-08-15,2023-08-17,3,Quality Issue
